Office,candidate_name,Party,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
Attorney General,"DOUGHERTY, MICHAEL",Democratic,50,9/17/25,Park County Democratic Central Committee Dba Park County Democratic Party,Hartsel,CO,80449,Other,Event Fees
Attorney General,"DOUGHERTY, MICHAEL",Democratic,430.77,9/21/25,Act Blue,Somerville,MA,02144-3132,Fundraising Expenses,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,924.48,9/28/25,Act Blue,Somerville,MA,02144-3132,Fundraising Expenses,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,984.25,9/30/25,Act Blue,Somerville,MA,02144-3132,Fundraising Expenses,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,3500,10/2/25,Dk Global Consulting Llc,Aurora,CO,80016,Consultant & Professional Services,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,5718.07,10/2/25,Ktm Strategies,Boulder,CO,80303,Consultant & Professional Services,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,3911.38,10/2/25,Sam  Von Mettenheim,Boulder,CO,80304,Consultant & Professional Services,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,600,10/2/25,Numero,Costa Mesa,CA,92626,Fundraising Expenses,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,5000,10/3/25,Ascend Digital Strategies Llc,Washington,DC,20009,Consultant & Professional Services,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,1525,10/3/25,Ngp Van,Washington,DC,20005,Fundraising Expenses,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,117.38,10/5/25,Act Blue,Somerville,MA,02144-3132,Fundraising Expenses,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,753.33,10/6/25,Corazon Printing,Broomfield,CO,80020,Other,Printing
Attorney General,"DOUGHERTY, MICHAEL",Democratic,537.5,10/10/25,Sara Monteith Photos,Lakewood,CO,80228,Consultant & Professional Services,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,171.51,10/12/25,Act Blue,Somerville,MA,02144-3132,Fundraising Expenses,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,500,10/17/25,Broc  Hunter,Denver,CO,80221,Consultant & Professional Services,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,427.72,10/19/25,Act Blue,Somerville,MA,02144-3132,Fundraising Expenses,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,122,10/20/25,Usps,Boulder,CO,80306,Fundraising Expenses,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,163.42,10/22/25,Best Western Hotels,Glenwood Springs,CO,81601,Travel & Lodging,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,403.05,10/26/25,Act Blue,Somerville,MA,02144-3132,Fundraising Expenses,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,4000,10/27/25,Lawlor Strategies Llc,Denver,CO,80211,Consultant & Professional Services,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,3500,10/28/25,Dk Global Consulting Llc,Aurora,CO,80016,Consultant & Professional Services,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,80,10/30/25,Rio Grande County Democratic:,Del Norte,CO,81132,Other,Event Tickets
Attorney General,"DOUGHERTY, MICHAEL",Democratic,7500,10/31/25,Upstream Llc,Wheat Ridge,CO,80033,Consultant & Professional Services,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,3050,10/31/25,Run! Website Builder,Middletown,DE,19709,Consultant & Professional Services,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,437.13,11/2/25,Act Blue,Somerville,MA,02144-3132,Fundraising Expenses,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,600,11/3/25,Numero,Costa Mesa,CA,92626,Fundraising Expenses,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,1525,11/3/25,Ngp Van,Washington,DC,20005,Fundraising Expenses,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,3833.33,11/3/25,Ascend Digital Strategies Llc,Washington,DC,20009,Consultant & Professional Services,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,5570.07,11/4/25,Ktm Strategies,Boulder,CO,80303,Consultant & Professional Services,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,4000,11/4/25,Sam  Von Mettenheim,Boulder,CO,80304,Consultant & Professional Services,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,1538.36,11/6/25,Getty Images,Seattle,WA,98104,Other,Images
Attorney General,"DOUGHERTY, MICHAEL",Democratic,513.47,11/6/25,Getty Images,Seattle,WA,98104,Other,Images
Attorney General,"DOUGHERTY, MICHAEL",Democratic,294.81,11/9/25,Act Blue,Somerville,MA,02144-3132,Fundraising Expenses,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,205.68,11/9/25,Corazon Printing,Broomfield,CO,80020,Other,Printing
Attorney General,"DOUGHERTY, MICHAEL",Democratic,2100,11/10/25,Mas Artworks Llc,Burlington,CO,80807,Consultant & Professional Services,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,736.95,11/13/25,Corazon Printing,Broomfield,CO,80020,Other,Printing
Attorney General,"DOUGHERTY, MICHAEL",Democratic,573.09,11/13/25,Corazon Printing,Broomfield,CO,80020,Other,Printing
Attorney General,"DOUGHERTY, MICHAEL",Democratic,36058.9,11/13/25,Ascend Digital Strategies Llc,Washington,DC,20009,Consultant & Professional Services,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,273.4,11/16/25,Act Blue,Somerville,MA,02144-3132,Fundraising Expenses,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,4525,11/21/25,Lawlor Strategies Llc,Denver,CO,80211,Consultant & Professional Services,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,298.52,11/23/25,Act Blue,Somerville,MA,02144-3132,Fundraising Expenses,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,102.56,11/24/25,Shannon  Carbone,Golden,CO,80403,Other,Event Tickets
Attorney General,"DOUGHERTY, MICHAEL",Democratic,482.61,11/30/25,Act Blue,Somerville,MA,02144-3132,Fundraising Expenses,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,50,11/30/25,Run! Website Builder,Middletown,DE,19709,Consultant & Professional Services,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,5232.1,12/1/25,Ktm Strategies,Boulder,CO,80303,Consultant & Professional Services,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,5000,12/1/25,Dk Global Consulting Llc,Aurora,CO,80016,Consultant & Professional Services,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,600,12/2/25,Numero,Costa Mesa,CA,92626,Fundraising Expenses,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,4000,12/2/25,Sam  Von Mettenheim,Boulder,CO,80304,Consultant & Professional Services,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,1525,12/3/25,Ngp Van,Washington,DC,20005,Fundraising Expenses,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,395.1,12/7/25,Act Blue,Somerville,MA,02144-3132,Fundraising Expenses,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,175,12/9/25,Corazon Printing,Broomfield,CO,80020,Other,Printing
Attorney General,"DOUGHERTY, MICHAEL",Democratic,300,12/11/25,Colorado Democratic Party,Denver,CO,80203,Other,Event Tickets
Attorney General,"DOUGHERTY, MICHAEL",Democratic,29194.29,12/11/25,Ascend Digital Strategies Llc,Washington,DC,20009,Consultant & Professional Services,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,2375,12/13/25,Avalon Campaigns,Minnetonka,MN,55305,Consultant & Professional Services,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,390.24,12/14/25,Act Blue,Somerville,MA,02144-3132,Fundraising Expenses,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,4000,12/15/25,Lawlor Strategies Llc,Denver,CO,80211,Consultant & Professional Services,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,382.8,12/21/25,Act Blue,Somerville,MA,02144-3132,Fundraising Expenses,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,209.99,12/28/25,Act Blue,Somerville,MA,02144-3132,Fundraising Expenses,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,150,12/29/25,Let'S Do Podcast Llc,Boulder,CO,80302,Other,Studio Fee
Attorney General,"DOUGHERTY, MICHAEL",Democratic,50,12/31/25,Run! Website Builder,Middletown,DE,19709,Consultant & Professional Services,
Attorney General,"DOUGHERTY, MICHAEL",Democratic,419.27,12/31/25,Act Blue,Somerville,MA,02144-3132,Fundraising Expenses,
Attorney General,"GRISWOLD, JENA",Democratic,10,4/8/25,First Bank,Lakewood,CO,80214,Bank Fees,
Attorney General,"GRISWOLD, JENA",Democratic,10,4/10/25,First Bank,Lakewood,CO,80214,Bank Fees,
Attorney General,"GRISWOLD, JENA",Democratic,381.9,4/11/25,Corazon Printing,Broomfield,CO,80020,Fundraising Expenses,Bres
Attorney General,"GRISWOLD, JENA",Democratic,10903.93,4/13/25,Actblue Technical Services,West Somerville,MA,02144,Fundraising Expenses,Credit Card Processing Fee
Attorney General,"GRISWOLD, JENA",Democratic,10,4/14/25,First Bank,Lakewood,CO,80214,Bank Fees,
Attorney General,"GRISWOLD, JENA",Democratic,807.19,4/16/25,United Airlines,Chicago,IL,60606,Travel & Lodging,Airfare
Attorney General,"GRISWOLD, JENA",Democratic,525.75,4/17/25,Actblue Technical Services,West Somerville,MA,02144,Fundraising Expenses,Credit Card Processing Fee
Attorney General,"GRISWOLD, JENA",Democratic,3050,4/17/25,Run!,Brooklyn,NY,11201,Other,Website
Attorney General,"GRISWOLD, JENA",Democratic,2059.26,4/21/25,Actblue Technical Services,West Somerville,MA,02144,Fundraising Expenses,Credit Card Processing Fee
Attorney General,"GRISWOLD, JENA",Democratic,17.9,4/21/25,,,,,Miscellaneous,
Attorney General,"GRISWOLD, JENA",Democratic,219.26,4/22/25,Actblue Technical Services,West Somerville,MA,02144,Fundraising Expenses,Credit Card Processing Fee
Attorney General,"GRISWOLD, JENA",Democratic,35.6,4/22/25,Deluxe Checks,Shoreview,MN,55126,Office Equipment & Supplies,Banking Supplies
Attorney General,"GRISWOLD, JENA",Democratic,156.98,4/22/25,Frontier Airlines,Denver,CO,80249,Travel & Lodging,Airfare
Attorney General,"GRISWOLD, JENA",Democratic,366.07,4/22/25,Limelight Hotel Aspen,Aspen,CO,81611,Travel & Lodging,Lodging
Attorney General,"GRISWOLD, JENA",Democratic,124.81,4/23/25,Days Inn,Parsippany,NJ,07054,Travel & Lodging,Lodging
Attorney General,"GRISWOLD, JENA",Democratic,168.49,4/23/25,United Airlines,Chicago,IL,60606,Travel & Lodging,Airfare
Attorney General,"GRISWOLD, JENA",Democratic,124.98,4/23/25,United Airlines,Chicago,IL,60606,Travel & Lodging,Airfare
Attorney General,"GRISWOLD, JENA",Democratic,487.41,4/24/25,Actblue Technical Services,West Somerville,MA,02144,Fundraising Expenses,Credit Card Processing Fee
Attorney General,"GRISWOLD, JENA",Democratic,130.9,4/24/25,Democracy Engine,Washington,DC,20001,Fundraising Expenses,Credit Card Processing Fee
Attorney General,"GRISWOLD, JENA",Democratic,247.69,4/24/25,Holiday Inn,Atlanta,GA,30346,Travel & Lodging,Lodging
Attorney General,"GRISWOLD, JENA",Democratic,245.32,4/24/25,Sant Ambroeus,Aspen,CO,81611,"Food, Beverages and Meals",
Attorney General,"GRISWOLD, JENA",Democratic,6.83,4/25/25,,,,,Miscellaneous,
Attorney General,"GRISWOLD, JENA",Democratic,83.94,4/29/25,1-800 Flowers,Jericho,NY,11753,Other,Flowers
Attorney General,"GRISWOLD, JENA",Democratic,431.7,4/29/25,Actblue Technical Services,West Somerville,MA,02144,Fundraising Expenses,Credit Card Processing Fee
Attorney General,"GRISWOLD, JENA",Democratic,4998.85,4/29/25,Gusto,Denver,CO,80202,Employee Services,Payroll
Attorney General,"GRISWOLD, JENA",Democratic,938.46,4/29/25,Gusto,Denver,CO,80202,Employee Services,Payroll
Attorney General,"GRISWOLD, JENA",Democratic,387.27,4/29/25,Gusto,Denver,CO,80202,Employee Services,Payroll Taxes
Attorney General,"GRISWOLD, JENA",Democratic,2462.56,4/29/25,Gusto,Denver,CO,80202,Employee Services,Payroll Taxes
Attorney General,"GRISWOLD, JENA",Democratic,0.04,4/29/25,,,,,Miscellaneous,Credit Card Processing Fee
Attorney General,"GRISWOLD, JENA",Democratic,41.09,4/30/25,First Bank,Lakewood,CO,80214,Bank Fees,
Attorney General,"GRISWOLD, JENA",Democratic,854.72,5/1/25,Actblue Technical Services,West Somerville,MA,02144,Fundraising Expenses,Credit Card Processing Fee
Attorney General,"GRISWOLD, JENA",Democratic,655.26,5/4/25,Actblue Technical Services,West Somerville,MA,02144,Fundraising Expenses,Credit Card Processing Fee
Attorney General,"GRISWOLD, JENA",Democratic,104,5/5/25,Gusto,Denver,CO,80202,Employee Services,Payroll Processing Fee
Attorney General,"GRISWOLD, JENA",Democratic,2250,5/5/25,Ngp Van,Washington,DC,20005,Office Equipment & Supplies,Database Services
Attorney General,"GRISWOLD, JENA",Democratic,819.32,5/5/25,Scale To Win,Santa Ana,CA,92703,Other,Text Messaging
Attorney General,"GRISWOLD, JENA",Democratic,11.59,5/6/25,,,,,Miscellaneous,
Attorney General,"GRISWOLD, JENA",Democratic,150,5/6/25,Rkg Development,Superior,CO,80027,Rent & Utilities,Po Box Rental
Attorney General,"GRISWOLD, JENA",Democratic,50,5/6/25,Rkg Development,Superior,CO,80027,Office Equipment & Supplies,Sos Registration Fee
Attorney General,"GRISWOLD, JENA",Democratic,2000,5/6/25,Rkg Development,Superior,CO,80027,Consultant & Professional Services,Compliance Consulting
Attorney General,"GRISWOLD, JENA",Democratic,261.3,5/7/25,Delta Airlines,Atlanta,GA,30354,Travel & Lodging,Airfare
Attorney General,"GRISWOLD, JENA",Democratic,4,5/7/25,Gusto,Denver,CO,80202,Employee Services,Payroll Taxes
Attorney General,"GRISWOLD, JENA",Democratic,18.06,5/8/25,,,,,Miscellaneous,
Attorney General,"GRISWOLD, JENA",Democratic,69.21,5/8/25,Chef Geoff'S,Washington,DC,20037,"Food, Beverages and Meals",
Attorney General,"GRISWOLD, JENA",Democratic,3.78,5/8/25,,,,,Miscellaneous,
Attorney General,"GRISWOLD, JENA",Democratic,16.56,5/8/25,,,,,Miscellaneous,
Attorney General,"GRISWOLD, JENA",Democratic,2.75,5/9/25,,,,,Miscellaneous,
Attorney General,"GRISWOLD, JENA",Democratic,16.45,5/9/25,,,,,Miscellaneous,
Attorney General,"GRISWOLD, JENA",Democratic,575.24,5/11/25,Actblue Technical Services,West Somerville,MA,02144,Fundraising Expenses,Credit Card Processing Fee
Attorney General,"GRISWOLD, JENA",Democratic,5004.6,5/12/25,Gusto,Denver,CO,80202,Employee Services,Payroll
Attorney General,"GRISWOLD, JENA",Democratic,2439.38,5/12/25,Gusto,Denver,CO,80202,Employee Services,Payroll Taxes
Attorney General,"GRISWOLD, JENA",Democratic,495.48,5/12/25,Hilton Hotels,Mclean,VA,22102,Travel & Lodging,Lodging
Attorney General,"GRISWOLD, JENA",Democratic,21.6,5/12/25,Loews Hotel,New York,NY,10065,"Food, Beverages and Meals",
Attorney General,"GRISWOLD, JENA",Democratic,25.64,5/12/25,Souvlaki Grill,New York,NY,10019,"Food, Beverages and Meals",
Attorney General,"GRISWOLD, JENA",Democratic,17.5,5/12/25,,,,,Miscellaneous,
Attorney General,"GRISWOLD, JENA",Democratic,5000,5/14/25,"Mockingbird Strategies, Llc",Garner,NC,27529,Consultant & Professional Services,Campaign Management
Attorney General,"GRISWOLD, JENA",Democratic,25.45,5/15/25,Intuit,Mountain View,CA,94043,Office Equipment & Supplies,
Attorney General,"GRISWOLD, JENA",Democratic,232.99,5/15/25,United Airlines,Chicago,IL,60606,Travel & Lodging,Airfare
Attorney General,"GRISWOLD, JENA",Democratic,814.16,5/18/25,Actblue Technical Services,West Somerville,MA,02144,Fundraising Expenses,Credit Card Processing Fee
Attorney General,"GRISWOLD, JENA",Democratic,50,5/19/25,Run!,Brooklyn,NY,11201,Office Equipment & Supplies,Website
Attorney General,"GRISWOLD, JENA",Democratic,528,5/20/25,Pinnacol Assurance,Denver,CO,80230,Other,Workers Comp Insurance
Attorney General,"GRISWOLD, JENA",Democratic,1396.47,5/22/25,Corazon Printing,Broomfield,CO,80020,Office Equipment & Supplies,Post Cards And Rally Signs
Attorney General,"GRISWOLD, JENA",Democratic,947.39,5/25/25,Actblue Technical Services,West Somerville,MA,02144,Fundraising Expenses,Credit Card Processing Fee
Attorney General,"GRISWOLD, JENA",Democratic,5004.61,5/27/25,Gusto,Denver,CO,80202,Employee Services,Payroll
Attorney General,"GRISWOLD, JENA",Democratic,2421.52,5/27/25,Gusto,Denver,CO,80202,Employee Services,Payroll Taxes
Attorney General,"GRISWOLD, JENA",Democratic,250,5/28/25,Colorado Trial Lawyers Association,Denver,CO,80203,Other,Event Tickets
Attorney General,"GRISWOLD, JENA",Democratic,4.37,5/28/25,,,,,Miscellaneous,
Attorney General,"GRISWOLD, JENA",Democratic,40,5/30/25,First Bank,Lakewood,CO,80214,Bank Fees,
Attorney General,"GRISWOLD, JENA",Democratic,300.79,5/30/25,United Airlines,Chicago,IL,60606,Travel & Lodging,Airfare
Attorney General,"GRISWOLD, JENA",Democratic,1039.96,6/1/25,Actblue Technical Services,West Somerville,MA,02144,Fundraising Expenses,Credit Card Processing Fee
Attorney General,"GRISWOLD, JENA",Democratic,104,6/4/25,Gusto,Denver,CO,80202,Employee Services,Payroll Processing Fee
Attorney General,"GRISWOLD, JENA",Democratic,2792.96,6/4/25,Scale To Win,Santa Ana,CA,92703,Other,Text Messaging
Attorney General,"GRISWOLD, JENA",Democratic,44.6,6/5/25,Democracy Engine,Washington,DC,20001,Fundraising Expenses,Credit Card Processing Fee
Attorney General,"GRISWOLD, JENA",Democratic,2250,6/6/25,Ngp Van,Washington,DC,20005,Office Equipment & Supplies,Database Services
Attorney General,"GRISWOLD, JENA",Democratic,2500,6/6/25,Rkg Development,Superior,CO,80027,Consultant & Professional Services,Compliance Consulting
Attorney General,"GRISWOLD, JENA",Democratic,496.96,6/6/25,Southwest Airlines,Dallas,TX,75235,Travel & Lodging,Airfare
Attorney General,"GRISWOLD, JENA",Democratic,1329.37,6/8/25,Actblue Technical Services,West Somerville,MA,02144,Fundraising Expenses,Credit Card Processing Fee
Attorney General,"GRISWOLD, JENA",Democratic,4998.85,6/10/25,Gusto,Denver,CO,80202,Employee Services,Payroll
Attorney General,"GRISWOLD, JENA",Democratic,2489.57,6/10/25,Gusto,Denver,CO,80202,Employee Services,Payroll Taxes
Attorney General,"GRISWOLD, JENA",Democratic,13.17,6/10/25,,,,,Miscellaneous,
Attorney General,"GRISWOLD, JENA",Democratic,201.22,6/11/25,Marina Motel,San Francisco,CA,94123,Travel & Lodging,Lodging
Attorney General,"GRISWOLD, JENA",Democratic,231.71,6/11/25,United Airlines,Chicago,IL,60606,Travel & Lodging,Airfare
Attorney General,"GRISWOLD, JENA",Democratic,6.62,6/12/25,,,,,Miscellaneous,
Attorney General,"GRISWOLD, JENA",Democratic,30.9,6/12/25,Democracy Engine,Washington,DC,20001,Fundraising Expenses,Credit Card Processing Fee
Attorney General,"GRISWOLD, JENA",Democratic,2500,6/12/25,Dialogue Digital,Lakewood,CO,80226,Consultant & Professional Services,Digital Consultant
Attorney General,"GRISWOLD, JENA",Democratic,11.94,6/12/25,Doordash,San Francisco,CA,94107,"Food, Beverages and Meals",
Attorney General,"GRISWOLD, JENA",Democratic,83.34,6/12/25,San Francisco Taxi,San Francisco,CA,94124,Travel & Lodging,Ground Transportation
Attorney General,"GRISWOLD, JENA",Democratic,15.73,6/13/25,Doordash,San Francisco,CA,94107,"Food, Beverages and Meals",
Attorney General,"GRISWOLD, JENA",Democratic,27.08,6/13/25,Grubhub,Chicago,IL,60602,"Food, Beverages and Meals",
Attorney General,"GRISWOLD, JENA",Democratic,209.36,6/13/25,Marina Motel,San Francisco,CA,94123,Travel & Lodging,Lodging
Attorney General,"GRISWOLD, JENA",Democratic,1501.66,6/15/25,Actblue Technical Services,West Somerville,MA,02144,Fundraising Expenses,Credit Card Processing Fee
Attorney General,"GRISWOLD, JENA",Democratic,177,6/16/25,Abang Transportation,Denver,CO,80219,Travel & Lodging,Ground Transportation
Attorney General,"GRISWOLD, JENA",Democratic,7.1,6/16/25,,,,,Miscellaneous,
Attorney General,"GRISWOLD, JENA",Democratic,609.49,6/16/25,Hotel Emblem,San Francisco,CA,94102,Travel & Lodging,Lodging
Attorney General,"GRISWOLD, JENA",Democratic,25.45,6/16/25,Intuit,Mountain View,CA,94043,Office Equipment & Supplies,
Attorney General,"GRISWOLD, JENA",Democratic,84.48,6/17/25,Corazon Printing,Broomfield,CO,80020,Office Equipment & Supplies,Banners
