committee,committee_type,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
COLORADO REPUBLICAN COMMITTEE,Political Party Committee,91.16,2025-01-17 00:00:00,Dtc Print Brokers,Centennial,CO,80112,Advertising,Print Advertising
HANSEN LEADERSHIP FUND,Political Committee,450.0,2025-01-17 00:00:00,Matt Ball For Colorado,Denver,CO,80203,Contributions,
LET'S WIN,Political Committee,1000.0,2025-01-17 00:00:00,"Strategic Compliance, Llc",Denver,CO,80205,Consultant & Professional Services,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,0.6,2025-01-17 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,Credit Card Fees
NABIP COLORADO POLITICAL ACTION COMMITTEE,Political Committee,0.91,2025-01-17 00:00:00,Quickbooks Payments,Woodland Hills,CA,91367,Bank Fees,
RURAL LIBERTY POLITICAL ACTION COMMITTEE,Political Committee,400.0,2025-01-17 00:00:00,Strategic Compliance Llc,Denver,CO,80205,Consultant & Professional Services,
ENERGY WORKERS OF COLORADO SDC,Small Donor Committee,2.3,2025-01-18 00:00:00,Anedot,,CO,,Bank Fees,
DEMOCRATIC PARTY CONGRESSIONAL DISTRICT 4 COLORADO,Political Party Committee,4.94,2025-01-19 00:00:00,Actblue Technical Services,Somerville,MA,02144,Other,Cc Processinf Fee
GREEN PARTY OF COLORADO,Political Party Committee,0.58,2025-01-20 00:00:00,Paypal,San Jose,CA,95131,Bank Fees,
NABIP COLORADO POLITICAL ACTION COMMITTEE,Political Committee,7.38,2025-01-20 00:00:00,Quickbooks Payments,Woodland Hills,CA,91367,Bank Fees,
ROCKY MOUNTAIN INSURANCE ASSOCIATION (RMIA) SDC,Small Donor Committee,1220.71,2025-01-20 00:00:00,Biscuits And Berries Catering,Golden,CO,80401,"Food, Beverages and Meals",
COLORADO DEMOCRATIC PARTY,Political Party Committee,325.88,2025-01-21 00:00:00,Denver Stockyard Saloon - The Yard Bar,Denver,CO,80216,"Food, Beverages and Meals",Food And Beverage For Staff Meeting
DEMOCRATIC PARTY CONGRESSIONAL DISTRICT 4 COLORADO,Political Party Committee,23.17,2025-01-21 00:00:00,Godaddy.Com,Tempe,AZ,85284,Advertising,Admin Website
GREEN PARTY OF COLORADO,Political Party Committee,21.99,2025-01-21 00:00:00,Godaddy Inc,Tempe,AZ,85281,Other,Web Hosting
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,67.0,2025-01-21 00:00:00,Smart Space,Lakewood,CO,80215,Rent & Utilities,Storage Space
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,4.65,2025-01-21 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,Credit Card Fees
LUNDEEN LEADERSHIP FUND,Political Committee,463.41,2025-01-21 00:00:00,Capitol Grill,Denver,CO,80202,Other,6890 ∑ Other Meeting Expense
MCCLUSKIE FOR COLORADO LEADERSHIP FUND,Political Committee,306.96,2025-01-21 00:00:00,Delta,Atlanta,GA,30354,Travel & Lodging,
YARA LEADERSHIP FUND,Political Committee,400.0,2025-01-21 00:00:00,Stephanie Ross Coaching,St. Paul,MN,55114,Consultant & Professional Services,
COLORADO CENTER PARTY CENTRAL COMMITTEE,Political Party Committee,613.51,2025-01-22 00:00:00,Double Tree Hotel Thornton,Thornton,CO,80233,Miscellaneous,
COLORADO DEMOCRATIC PARTY,Political Party Committee,203.36,2025-01-22 00:00:00,Beckie  Bean,Thornton,CO,80229,"Food, Beverages and Meals",Reimbursement For Food And Beverage
IAFF #3 SMALL DONOR ACCOUNT,Small Donor Committee,120.0,2025-01-22 00:00:00,City Of Pueblo,Pueblo,CO,81003,Miscellaneous,Late Filing Fees City Of Pueblo
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,3.65,2025-01-22 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,Credit Card Fees
PUEBLO COUNTY EDUCATION ASSOCIATION SMALL DONOR COMMITTEE (PCEA SDC),Small Donor Committee,6.0,2025-01-22 00:00:00,Rebecca  Valencia,Pueblo West,CO,81007,Other,"Emo Refund 
Check Number 1105"
VALDEZ FOR COLORADO RAINBOW FUND,Political Committee,83.12,2025-01-22 00:00:00,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
COLORADO DEMOCRATIC PARTY,Political Party Committee,103.31,2025-01-23 00:00:00,Pridefest,Denver,CO,80209,Other,Event Fee
COLORADO WORKING FAMILIES PARTY SMALL DONOR COMMITTEE,Small Donor Committee,-500.0,2025-01-23 00:00:00,Story For Colorado House,Redacted By Sos,CO,00000,Returned Expenditure,Check Not Cashed In Time
"ENTERPRISE HOLDINGS, INC. / ENTERPRISE MOBILITY COLORADO POLITICAL ACTION COMMITTEE",Political Committee,5000.0,2025-01-23 00:00:00,All Together Colorado,Denver,CO,80206,Contributions,Contribution To 527 Political Organization
"ENTERPRISE HOLDINGS, INC. / ENTERPRISE MOBILITY COLORADO POLITICAL ACTION COMMITTEE",Political Committee,5000.0,2025-01-23 00:00:00,Colorado Way Forward,Denver,CO,80206,Contributions,Contribution To 527 Political Organization
"ENTERPRISE HOLDINGS, INC. / ENTERPRISE MOBILITY COLORADO POLITICAL ACTION COMMITTEE",Political Committee,5000.0,2025-01-23 00:00:00,New Day Colorado Fund,Fort Lupton,CO,80621,Contributions,Contribution To 527 Political Organization
"ENTERPRISE HOLDINGS, INC. / ENTERPRISE MOBILITY COLORADO POLITICAL ACTION COMMITTEE",Political Committee,5000.0,2025-01-23 00:00:00,Senate Majority Fund,Denver,CO,80202,Contributions,Contribution To 527 Political Organization
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,2.36,2025-01-23 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,Credit Card Fees
"PEDIATRIX MEDICAL GROUP, INC. POLITICAL ACTION COMMITTEE (PEDIATRIX PAC)",Political Committee,-675.0,2025-01-23 00:00:00,Hansen Leadership Fund,Denver,CO,80220,Returned Expenditure,Void Of 10.8.24 Contribution
"PEDIATRIX MEDICAL GROUP, INC. POLITICAL ACTION COMMITTEE (PEDIATRIX PAC)",Political Committee,-225.0,2025-01-23 00:00:00,Mary Young For Colorado,Greeley,CO,80631,Returned Expenditure,Void Of 10.8.24 Contribution
"PEDIATRIX MEDICAL GROUP, INC. POLITICAL ACTION COMMITTEE (PEDIATRIX PAC)",Political Committee,-225.0,2025-01-23 00:00:00,Mary Young For Colorado,Greeley,CO,80631,Returned Expenditure,Void Of 10.8.24 Contribution
VALDEZ FOR COLORADO RAINBOW FUND,Political Committee,21.03,2025-01-23 00:00:00,Zoho,Pleasantville,CA,94588,Office Equipment & Supplies,
COLORADO CENTER PARTY CENTRAL COMMITTEE,Political Party Committee,2.08,2025-01-24 00:00:00,Google Ads,Mountain View,CA,94043,Miscellaneous,
COLORADO DEMOCRATIC PARTY,Political Party Committee,27.86,2025-01-24 00:00:00,Mailchimp,Atlanta,GA,30308,Other,Subscription Fee
COLORADO DEMOCRATIC PARTY,Political Party Committee,179.2,2025-01-24 00:00:00,Marykate  Wallace,Lafayette,CO,80026,Travel & Lodging,Hotel Reimbursement
CONSTITUTIONAL CONSERVATIVE PAC,Political Committee,500.0,2025-01-24 00:00:00,Turner For Sheriff,Redacted By Sos,CO,99999,Contributions,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.5,2025-01-24 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,Credit Card Fees
THE COLEMAN LEADERSHIP FUND,Political Committee,279.31,2025-01-24 00:00:00,Donn Bruns Llc,Denver,CO,80222,Other,State Pictures
ZENPAC,Political Committee,200.0,2025-01-25 00:00:00,Proctor For Jeffco,Lakewood,CO,80228,Contributions,
ZENPAC,Political Committee,200.0,2025-01-25 00:00:00,Rebecka For Arvada,Arvada,CO,80004,Contributions,
DEMOCRATIC PARTY CONGRESSIONAL DISTRICT 4 COLORADO,Political Party Committee,0.2,2025-01-26 00:00:00,Actblue Technical Services,Somerville,MA,02144,Other,Cc Processing Fee
MONICA PAC,Political Committee,0.2,2025-01-26 00:00:00,Actblue,West Somerville,MA,02144,Fundraising Expenses,
COLORADO FORWARD PARTY COMMITTEE,Political Party Committee,29.0,2025-01-27 00:00:00,Printify Incorporated,San Francisco,CA,94103,Office Equipment & Supplies,Printify Merchandise Store
FENBERG LEADERSHIP FUND,Political Committee,212.0,2025-01-27 00:00:00,Squarespace,New York,NE,10014,Other,Website Hosting
FENBERG LEADERSHIP FUND,Political Committee,137.1,2025-01-27 00:00:00,Mailchimp,Atlanta,GA,30308,Miscellaneous,Email Services
GRISWOLD LEADERSHIP PAC,Political Committee,60.0,2025-01-27 00:00:00,Jefferson County Democratic Party,Lakewood,CO,80226,Contributions,Event Tickets
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.33,2025-01-27 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,Credit Card Fees
THE COLEMAN LEADERSHIP FUND,Political Committee,100.0,2025-01-27 00:00:00,Tony  Exum,Denver,CO,80203,Other,Opening Day
UNITED COLORADO COMMITTEE,Political Party Committee,12.0,2025-01-27 00:00:00,Constant Contact,Waltham,MA,02451,Office Equipment & Supplies,
ADVANCED ENERGY ACTION,Political Committee,26.0,2025-01-28 00:00:00,Amalgamated Bank,Washington,DC,20006,Bank Fees,Bank Fees
BUILDING BRIDGES FOR COLORADO,Political Committee,450.0,2025-01-28 00:00:00,Bird For Colorado,Redacted By Sos,CO,99999,Contributions,
DLCC COLORADO (DEMOCRATIC LEGISLATIVE CAMPAIGN COMMITTEE COLORADO),Small Donor Committee,14.0,2025-01-28 00:00:00,Amalgamated Bank,New York,NY,10001,Bank Fees,
JAVIER'S ECONOMIC JUSTICE FUND,Political Committee,2.0,2025-01-28 00:00:00,First Bank,Lakewood,CO,80235,Bank Fees,
JESSIE DANIELSON PAC,Political Committee,120.0,2025-01-28 00:00:00,Jefferson County Democratic Party,Lakewood,CO,80226,Miscellaneous,Jeffco Dems Italian Feast
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,136.78,2025-01-28 00:00:00,Alpine Trophies,Littleton,CO,80122,Office Equipment & Supplies,Name Bages
REBEKAH STEWART FOR COLORADO,Political Committee,400.0,2025-01-28 00:00:00,Cruz For Lakewood,Lakewood,CO,80232,Contributions,
ROSE PAC,Political Committee,17.8,2025-01-28 00:00:00,Firstbank North,Arvada,CO,80006,Office Equipment & Supplies,Checks
SHEILA FOR COLORADO LEADERSHIP FUND,Political Committee,400.0,2025-01-28 00:00:00,Eric  Proctor,Lakewood,CO,80228,Other,Contribution To Candidate Proctor For County Treasurer
THE COLEMAN LEADERSHIP FUND,Political Committee,4.0,2025-01-28 00:00:00,1St Bank,Denver,CO,80249,Bank Fees,
COLORADO DEMOCRATIC PARTY,Political Party Committee,773.68,2025-01-29 00:00:00,Pridefest,Denver,CO,80209,Other,Event Fee
COLORADO DEMOCRATIC PARTY,Political Party Committee,250.0,2025-01-29 00:00:00,Reagan Byrd Consulting,Aurora,CO,80016,Other,Coaching Sessions
COLORADO DENTAL PAC (CODPAC),Political Committee,450.0,2025-01-29 00:00:00,Bird For Colorado,Redacted By Sos,CO,99999,Contributions,
COLORADO DENTAL PAC (CODPAC),Political Committee,2500.0,2025-01-29 00:00:00,,,,,Other,Cancelled Membership Payments And Refunds To Members
COLORADO DENTAL SMALL DONOR COMMITTEE,Small Donor Committee,5000.0,2025-01-29 00:00:00,Bird For Colorado,Redacted By Sos,CO,99999,Contributions,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,5.39,2025-01-29 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,Credit Card Fees
COLORADO DENTAL HYGIENISTS PAC,Political Committee,15.0,2025-01-30 00:00:00,Jpmorgan Chase Bank,Columbus,OH,43218-2051,Bank Fees,
CREATING LEADERS PAC,Political Committee,560.0,2025-01-30 00:00:00,Coblue Llc,Denver,CO,80218,Consultant & Professional Services,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,2.84,2025-01-30 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,Credit Card Fees
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,2000.0,2025-01-30 00:00:00,X (Twitter),San Francisco,CA,94103,Advertising,Social Media Ads
SHEILA FOR COLORADO LEADERSHIP FUND,Political Committee,250.0,2025-01-30 00:00:00,Elijah  Dimon Ainscough,Golden,CO,80401-1082,Other,Contribution To Dimon-Ainscough For City Council
THE HOME DEPOT INC. POLITICAL ACTION COMMITTEE,Political Committee,5000.0,2025-01-30 00:00:00,All Together Colorado,Denver,CO,80206,Contributions,Direct Contribution
THE HOME DEPOT INC. POLITICAL ACTION COMMITTEE,Political Committee,5000.0,2025-01-30 00:00:00,Colorado Way Forward,Denver,CO,80206,Contributions,Direct Contribution
THE HOME DEPOT INC. POLITICAL ACTION COMMITTEE,Political Committee,2500.0,2025-01-30 00:00:00,New Day Colorado Fund,Fort Lupton,CO,80621,Contributions,Direct Contribution
THE HOME DEPOT INC. POLITICAL ACTION COMMITTEE,Political Committee,2500.0,2025-01-30 00:00:00,Senate Majority Fund,Denver,CO,80205,Contributions,Direct Contribution
VALDEZ FOR COLORADO RAINBOW FUND,Political Committee,2.0,2025-01-30 00:00:00,First Bank,Lakewood,CO,80215,Bank Fees,
ADAMS EDUCATORS FOR PUBLIC EDUCATION,Small Donor Committee,5.0,2025-01-31 00:00:00,,,,,Bank Fees,
"AGRICULTURE STRONG, COLORADO UNITED",Small Donor Committee,10.0,2025-01-31 00:00:00,First Bank North,Brighton,CO,80601,Bank Fees,
CERTIFIED PUBLIC ACCOUNTANTS PAC,Political Committee,5.0,2025-01-31 00:00:00,,,,,Bank Fees,Bank Fee
CHEYENNE MOUNTAIN REPUBLICAN FORUM POLITICAL COMMITTEE,Political Committee,100.0,2025-01-31 00:00:00,Cottonwood Center For The Arts,Colorado Springs,CO,80903,Fundraising Expenses,Deposit For Rental Of Facility
COLORADO CENTER PARTY CENTRAL COMMITTEE,Political Party Committee,12.52,2025-01-31 00:00:00,Digital Ocean,New York,NY,10013,Miscellaneous,
COLORADO CENTER PARTY CENTRAL COMMITTEE,Political Party Committee,50.0,2025-01-31 00:00:00,Colorado Secretary Of State,Denver,CO,80290,Miscellaneous,
COLORADO CENTER PARTY CENTRAL COMMITTEE,Political Party Committee,1.07,2025-01-31 00:00:00,Paypal Inc.,San Jose,CA,95131,Bank Fees,
COLORADO CLEANTECH PAC,Political Committee,10.0,2025-01-31 00:00:00,Wells Fargo,Denver,CO,80202,Bank Fees,Bank Fees
COLORADO COMMITTEE OF AUTO RETAILERS (COLO C.A.R.),Political Committee,3.0,2025-01-31 00:00:00,,,,,Bank Fees,Bank Fees
COLORADO DEMOCRATIC PARTY,Political Party Committee,14.0,2025-01-31 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Fees
COLORADO DEMOCRATIC PARTY,Political Party Committee,8.0,2025-01-31 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Fees
COLORADO DEMOCRATIC PARTY,Political Party Committee,2.0,2025-01-31 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Fees
COLORADO LEAGUE OF CHARTER SCHOOLS ACTION SMALL DONOR COMMITTEE (CLCS ACTION SDC),Small Donor Committee,12.0,2025-01-31 00:00:00,Firstbank,Denver,CO,80203,Bank Fees,Bank Fees
COLORADO PSYCHOLOGICAL ASSOCIATION,Political Committee,25.0,2025-01-31 00:00:00,Keybank National Association,Greenwood Village,CO,80111,Bank Fees,
COLORADO SKI COUNTRY USA PAC,Political Committee,5.0,2025-01-31 00:00:00,,,,,Bank Fees,Bank Service Charge
EMILY'S LIST COLORADO SMALL DONOR COMMITTEE,Small Donor Committee,91.0,2025-01-31 00:00:00,Amalgamated Bank,Washington,DC,20006,Bank Fees,Bank Fees
EQUAL ACCESS FOR COLORADO AUTISM PATIENTS,Political Committee,22.0,2025-01-31 00:00:00,First Bank,Lakewood,CO,80215,Bank Fees,
FAMILIES FOR RESPONSIBLE GOVERNMENT,Political Committee,2.0,2025-01-31 00:00:00,Firstbank,Brighton,CO,80601,Bank Fees,
FENBERG LEADERSHIP FUND,Political Committee,9.0,2025-01-31 00:00:00,,,,,Bank Fees,Bank Fee
FUERZA,Small Donor Committee,2.0,2025-01-31 00:00:00,Firstbank,Denver,CO,80211,Bank Fees,
HOME CARE PAC,Political Committee,3.0,2025-01-31 00:00:00,Keybank,Cleveland,OH,44101,Bank Fees,
JESSIE DANIELSON GRASSROOTS FUND,Small Donor Committee,15.0,2025-01-31 00:00:00,Chase Bank,Wheat Ridge,CO,80033,Bank Fees,
JESSIE DANIELSON PAC,Political Committee,15.0,2025-01-31 00:00:00,Chase Bank,Wheat Ridge,CO,80033,Bank Fees,
KAREN FOR CO LEADERSHIP PAC,Political Committee,6.0,2025-01-31 00:00:00,Vectra Bank Colorado,Longmont,CO,80501,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.03,2025-01-31 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,Credit Card Fees
MAX PAC,Political Committee,2.0,2025-01-31 00:00:00,Independent Financial,Castle Rock,CO,80104,Bank Fees,Monthly Bank Fees
MAXIM HEALTHCARE SERVICES INC POLITICAL ACTION COMMITTEE (MAXIM HEALTHCARE PAC),Political Committee,-450.0,2025-01-31 00:00:00,Emily Sirota For Colorado,Redacted By Sos,CO,99999,Returned Expenditure,Voided Check
MAXIM HEALTHCARE SERVICES INC POLITICAL ACTION COMMITTEE (MAXIM HEALTHCARE PAC),Political Committee,-450.0,2025-01-31 00:00:00,Julie For Colorado,Denver,CO,80211,Returned Expenditure,Voided Check
MAXIM HEALTHCARE SERVICES INC POLITICAL ACTION COMMITTEE (MAXIM HEALTHCARE PAC),Political Committee,-450.0,2025-01-31 00:00:00,Rose For Colorado,Redacted By Sos,CO,99999,Returned Expenditure,Voided Check
MONICA PAC,Political Committee,2.0,2025-01-31 00:00:00,,,,,Bank Fees,
NAIOP COLORADO PAC,Political Committee,15.0,2025-01-31 00:00:00,1Stbank Of Denver,Denver,CO,80202,Bank Fees,
NAIOP COLORADO SMALL DONOR COMMITTEE,Small Donor Committee,27.0,2025-01-31 00:00:00,1Stbank Of Denver,Denver,CO,80202,Bank Fees,
NURSES FOR POLITCAL ACTION IN COLORADO (N-PAC),Political Committee,10.0,2025-01-31 00:00:00,Umb Bank,Denver,CO,80218,Bank Fees,
ODOPAC,Political Committee,2.0,2025-01-31 00:00:00,First Bank,Thornton,CO,80233,Bank Fees,
ORALE FUND,Political Committee,2.0,2025-01-31 00:00:00,Firstbank,Denver,CO,80203,Bank Fees,
PAC (POLITICAL ACTION COMMITTEE) TO THE FUTURE,Political Committee,2.0,2025-01-31 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,
REALTOR CANDIDATE POLITICAL ACTION COMMITTEE (RCPAC) - FKA: COLORADO ASSOCIATION OF REALTORS PAC (CO,Political Committee,25.0,2025-01-31 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Fees
REALTOR SMALL DONOR COMMITTEE (RSDC),Small Donor Committee,25.0,2025-01-31 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Fee
SHEILA FOR COLORADO LEADERSHIP FUND,Political Committee,2.0,2025-01-31 00:00:00,First Bank,Lakewood,CO,80232,Bank Fees,Bank Fee
SNYDER FOR COLORADO LEADERSHIP FUND,Political Committee,2.0,2025-01-31 00:00:00,First Bank,Lakewood,CO,80215,Bank Fees,
TAKE COLO BACK POLITICAL COMM,Political Committee,2.0,2025-01-31 00:00:00,First Bank,Brighton,CO,80601,Bank Fees,
VOICES FOR CHOICE SMALL DONOR COMMITTEE,Small Donor Committee,2.0,2025-01-31 00:00:00,,,,,Bank Fees,Bank Fees
BACON FOR COLORADO LEADERSHIP FUND,Political Committee,1000.0,2025-02-01 00:00:00,Colorado Black Democratic Legislative Caucus,Denver,CO,80203,Other,Caucus Dues
GREEN PARTY OF COLORADO,Political Party Committee,0.84,2025-02-01 00:00:00,Paypal,San Jose,CA,95131,Bank Fees,
LUNDEEN LEADERSHIP FUND,Political Committee,199.0,2025-02-01 00:00:00,Hellolanding,Birmingham,AL,35203,Other,7218 ∑ Dues And Subscriptions
LUNDEEN LEADERSHIP FUND,Political Committee,2674.81,2025-02-01 00:00:00,Hellolanding,Birmingham,AL,35203,Other,7630 ∑ Lodging
MONICA PAC,Political Committee,400.0,2025-02-01 00:00:00,Cruz For Lakewood,Lakewood,CO,80232,Contributions,
MONICA PAC,Political Committee,250.0,2025-02-01 00:00:00,Elijah For Colorado,Golden,CO,80401,Contributions,
MONICA PAC,Political Committee,400.0,2025-02-01 00:00:00,Bill Furman 4Lakewood,Lakewood,CO,80226,Contributions,
DEMOCRATIC PARTY CONGRESSIONAL DISTRICT 4 COLORADO,Political Party Committee,1.0,2025-02-02 00:00:00,Actblue Technical Services,Somerville,MA,02144,Other,Cc Processing Fee
GREEN PARTY OF COLORADO,Political Party Committee,50.0,2025-02-02 00:00:00,Your Office Usa,Denver,CO,80202,Rent & Utilities,
MONICA PAC,Political Committee,0.83,2025-02-02 00:00:00,Actblue,West Somerville,MA,02144,Fundraising Expenses,
ODOPAC,Political Committee,4.94,2025-02-02 00:00:00,Actblue,Sommervile,MA,02144,Bank Fees,
ZENPAC,Political Committee,500.0,2025-02-02 00:00:00,Phil Weiser For Colorado,Redacted By Sos,CO,99999,Contributions,
BUILDING OWNERS AND MANAGERS ASSOCIATION POLITICAL COMMITTEE (BOMA),Political Committee,20.0,2025-02-03 00:00:00,Denver Metro Boma,Denver,CO,80202,Bank Fees,
COLORADO BIOSCIENCE PAC,Political Committee,20.0,2025-02-03 00:00:00,Wells Fargo Bank,Denver,CO,80203,Bank Fees,
COLORADO DEMOCRATIC PARTY,Political Party Committee,20.85,2025-02-03 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Fees
COLORADO DEMOCRATIC PARTY,Political Party Committee,53.83,2025-02-03 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Fees
COLORADO DEMOCRATIC PARTY,Political Party Committee,0.28,2025-02-03 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Fees
COLORADO DEMOCRATIC PARTY,Political Party Committee,22.5,2025-02-03 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Fees
COLORADO DEMOCRATIC PARTY,Political Party Committee,450.0,2025-02-03 00:00:00,Newsed Cdc,Denver,CO,80204,Other,Booth Registration Fee
COLORADO DEMOCRATIC PARTY,Political Party Committee,450.0,2025-02-03 00:00:00,Numero,Irvine,CA,92618,Other,Bulk Software License Fee
COLORADO DEMOCRATIC PARTY,Political Party Committee,39.8,2025-02-03 00:00:00,Union Cab Company,Mesa,AZ,85202,Travel & Lodging,Cab Fare
