District,candidate_name,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
House District 04,"ESPENOZA, CECELIA",4.0,2025-04-30 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,Business Card Fee
House District 04,"ESPENOZA, CECELIA",6.93,2025-04-30 00:00:00,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,
House District 04,"ESPENOZA, CECELIA",5.0,2025-05-01 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 04,"ESPENOZA, CECELIA",45.42,2025-05-02 00:00:00,Google Llc,Mountian View,CA,94046,Office Equipment & Supplies,
House District 04,"ESPENOZA, CECELIA",51.52,2025-05-05 00:00:00,Zenpayroll Inc (Dba Gusto),San Francisco,CA,94107,Employee Services,Payroll Services
House District 04,"ESPENOZA, CECELIA",4.0,2025-05-07 00:00:00,Zenpayroll Inc (Dba Gusto),San Francisco,CA,94107,Employee Services,Tax
House District 04,"ESPENOZA, CECELIA",37.36,2025-05-09 00:00:00,City And County Of Denver Department Of Treasury Finance Division,Dallas,TX,75266,Other,Denver Payroll Tax
House District 04,"ESPENOZA, CECELIA",47.32,2025-05-15 00:00:00,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,Email Communication Service
House District 04,"ESPENOZA, CECELIA",4.0,2025-05-30 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 04,"ESPENOZA, CECELIA",6.75,2025-05-30 00:00:00,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,
House District 04,"ESPENOZA, CECELIA",5.0,2025-06-02 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 04,"ESPENOZA, CECELIA",45.42,2025-06-02 00:00:00,Google Llc,Mountian View,CA,94046,Office Equipment & Supplies,Gsuite
House District 04,"ESPENOZA, CECELIA",500.0,2025-06-02 00:00:00,Mia  Frederico,Denver,CO,80212,Gifts,Internship Stipend
House District 04,"ESPENOZA, CECELIA",51.52,2025-06-04 00:00:00,Zenpayroll Inc (Dba Gusto),San Francisco,CA,94107,Employee Services,Payroll Services
House District 04,"ESPENOZA, CECELIA",90.0,2025-06-09 00:00:00,One Colorado Pac,Denver,CO,80203,Contributions,Contribution To Support Lgbtqia+ Advocacy (Pink Party)
House District 04,"ESPENOZA, CECELIA",4.0,2025-06-09 00:00:00,Zenpayroll Inc (Dba Gusto),San Francisco,CA,94107,Employee Services,Tax
House District 04,"ESPENOZA, CECELIA",47.32,2025-06-16 00:00:00,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,Email Communication Services
House District 04,"ESPENOZA, CECELIA",187.0,2025-06-17 00:00:00,Gilchrist For Colorado,Redacted By Sos,CO,99999,Other,Unexpended Funds Used To Reimburse Representative Gilchrist For Post Legislative Session Joint Town Hall With Representatives Gilcrist And Camacho.  (Rented A Room At The Denver Zoo)
House District 04,"ESPENOZA, CECELIA",1.98,2025-06-29 00:00:00,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,
House District 04,"ESPENOZA, CECELIA",4.0,2025-06-30 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,Business Card Fee
House District 04,"ESPENOZA, CECELIA",5.0,2025-07-01 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 04,"ESPENOZA, CECELIA",45.42,2025-07-02 00:00:00,Google Llc,Mountian View,CA,94046,Office Equipment & Supplies,
House District 04,"ESPENOZA, CECELIA",51.52,2025-07-07 00:00:00,Zenpayroll Inc (Dba Gusto),San Francisco,CA,94107,Employee Services,
House District 04,"ESPENOZA, CECELIA",4.0,2025-07-08 00:00:00,Zenpayroll Inc (Dba Gusto),San Francisco,CA,94107,Employee Services,Tax
House District 04,"ESPENOZA, CECELIA",47.32,2025-07-15 00:00:00,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
House District 04,"ESPENOZA, CECELIA",192.0,2025-07-16 00:00:00,United States Post Office,Denver,CO,80212,Office Equipment & Supplies,
House District 04,"ESPENOZA, CECELIA",700.2,2025-07-30 00:00:00,Zenpayroll Inc (Dba Gusto),San Francisco,CA,94107,Employee Services,
House District 04,"ESPENOZA, CECELIA",190.2,2025-07-30 00:00:00,Zenpayroll Inc (Dba Gusto),San Francisco,CA,94107,Employee Services,Payroll Tax
House District 04,"ESPENOZA, CECELIA",4.0,2025-07-31 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 04,"ESPENOZA, CECELIA",5.0,2025-08-01 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 04,"ESPENOZA, CECELIA",1.98,2025-08-03 00:00:00,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,
House District 04,"ESPENOZA, CECELIA",52.9,2025-08-04 00:00:00,Google Llc,Mountian View,CA,94046,Office Equipment & Supplies,
House District 04,"ESPENOZA, CECELIA",57.83,2025-08-05 00:00:00,Zenpayroll Inc (Dba Gusto),San Francisco,CA,94107,Employee Services,
House District 04,"ESPENOZA, CECELIA",4.0,2025-08-07 00:00:00,Zenpayroll Inc (Dba Gusto),San Francisco,CA,94107,Employee Services,Tax
House District 04,"ESPENOZA, CECELIA",47.32,2025-08-15 00:00:00,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
House District 04,"ESPENOZA, CECELIA",19.76,2025-08-17 00:00:00,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,
House District 04,"ESPENOZA, CECELIA",756.47,2025-08-28 00:00:00,Zenpayroll Inc (Dba Gusto),San Francisco,CA,94107,Employee Services,
House District 04,"ESPENOZA, CECELIA",210.13,2025-08-28 00:00:00,Zenpayroll Inc (Dba Gusto),San Francisco,CA,94107,Employee Services,
House District 04,"ESPENOZA, CECELIA",4.0,2025-08-29 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 04,"ESPENOZA, CECELIA",35.56,2025-08-31 00:00:00,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,
House District 04,"ESPENOZA, CECELIA",55.52,2025-09-02 00:00:00,Google Llc,Mountian View,CA,94046,Office Equipment & Supplies,
House District 04,"ESPENOZA, CECELIA",5.0,2025-09-02 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 04,"ESPENOZA, CECELIA",57.83,2025-09-04 00:00:00,Zenpayroll Inc (Dba Gusto),San Francisco,CA,94107,Employee Services,
House District 04,"ESPENOZA, CECELIA",48.41,2025-09-07 00:00:00,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,
House District 04,"ESPENOZA, CECELIA",25.07,2025-09-14 00:00:00,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,
House District 04,"ESPENOZA, CECELIA",47.32,2025-09-15 00:00:00,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
House District 04,"ESPENOZA, CECELIA",178.2,2025-09-18 00:00:00,Weglot,Denver,CO,80212,Office Equipment & Supplies,Translation Services
House District 04,"ESPENOZA, CECELIA",5.35,2025-09-18 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 04,"ESPENOZA, CECELIA",94.04,2025-09-21 00:00:00,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,
House District 04,"ESPENOZA, CECELIA",33.58,2025-09-28 00:00:00,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,
House District 04,"ESPENOZA, CECELIA",4.0,2025-09-30 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 04,"ESPENOZA, CECELIA",758.47,2025-09-30 00:00:00,Zenpayroll Inc (Dba Gusto),San Francisco,CA,94107,Employee Services,
House District 04,"ESPENOZA, CECELIA",210.13,2025-09-30 00:00:00,Zenpayroll Inc (Dba Gusto),San Francisco,CA,94107,Employee Services,Payroll Tax
House District 04,"ESPENOZA, CECELIA",27857.03,2024-12-06 00:00:00,Cecelia4Colorado,Denver,CO,80212,Other,End Of Election Cycle -Rolling Over Funds To 2026 Cycle (Rule2.2.4)
House District 04,"ESPENOZA, CECELIA",562.21,2024-12-11 00:00:00,Corazon Printing,Broomfield,CO,80020,Miscellaneous,Holiday Cards/Postage
House District 04,"ESPENOZA, CECELIA",47.16,2024-12-16 00:00:00,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,Email And Internet Related Services
House District 04,"ESPENOZA, CECELIA",4.0,2024-12-31 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,Bank Fee
House District 04,"ESPENOZA, CECELIA",5.0,2025-10-01 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 04,"ESPENOZA, CECELIA",200.0,2025-10-01 00:00:00,Naleo,Los Angeles,CA,90015,Other,Annual Dues For Naleo
House District 04,"ESPENOZA, CECELIA",55.52,2025-10-02 00:00:00,Google Llc,Mountian View,CA,94046,Office Equipment & Supplies,
House District 04,"ESPENOZA, CECELIA",57.83,2025-10-03 00:00:00,Zenpayroll Inc (Dba Gusto),San Francisco,CA,94107,Employee Services,
House District 04,"ESPENOZA, CECELIA",4.0,2025-10-07 00:00:00,Zenpayroll Inc (Dba Gusto),San Francisco,CA,94107,Employee Services,
House District 04,"ESPENOZA, CECELIA",3.95,2025-10-12 00:00:00,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,
House District 04,"ESPENOZA, CECELIA",47.32,2025-10-15 00:00:00,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
House District 04,"ESPENOZA, CECELIA",1980.0,2025-10-20 00:00:00,Colorado Opportunity Caucus,Denver,CO,80202,Other,Colorado Opportunity Caucus Dues
House District 04,"ESPENOZA, CECELIA",110.26,2025-10-23 00:00:00,Go Union Printing,St. Petersburg,FL,33704,Office Equipment & Supplies,
House District 04,"ESPENOZA, CECELIA",29.63,2025-10-26 00:00:00,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,
House District 04,"ESPENOZA, CECELIA",964.6,2025-10-30 00:00:00,Zenpayroll Inc (Dba Gusto),San Francisco,CA,94107,Employee Services,
House District 04,"ESPENOZA, CECELIA",4.0,2025-10-31 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 04,"ESPENOZA, CECELIA",55.52,2025-11-03 00:00:00,Google Llc,Mountian View,CA,94046,Office Equipment & Supplies,
House District 04,"ESPENOZA, CECELIA",5.0,2025-11-03 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 04,"ESPENOZA, CECELIA",57.83,2025-11-05 00:00:00,Zenpayroll Inc (Dba Gusto),San Francisco,CA,94107,Employee Services,
House District 04,"ESPENOZA, CECELIA",17.78,2025-11-16 00:00:00,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,
House District 04,"ESPENOZA, CECELIA",47.32,2025-11-17 00:00:00,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
House District 04,"ESPENOZA, CECELIA",4.0,2025-11-28 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 04,"ESPENOZA, CECELIA",5.0,2025-12-01 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 04,"ESPENOZA, CECELIA",968.6,2025-12-01 00:00:00,Zenpayroll Inc (Dba Gusto),San Francisco,CA,94107,Employee Services,
House District 04,"ESPENOZA, CECELIA",55.52,2025-12-02 00:00:00,Google Llc,Mountian View,CA,94046,Office Equipment & Supplies,
House District 04,"ESPENOZA, CECELIA",162.98,2025-12-02 00:00:00,Zenpayroll Inc (Dba Gusto),San Francisco,CA,94107,Employee Services,
House District 04,"ESPENOZA, CECELIA",35.56,2025-12-07 00:00:00,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,
House District 04,"ESPENOZA, CECELIA",47.32,2025-12-15 00:00:00,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
House District 04,"ESPENOZA, CECELIA",17.78,2025-12-21 00:00:00,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,
House District 04,"ESPENOZA, CECELIA",35.56,2025-12-28 00:00:00,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,
House District 04,"ESPENOZA, CECELIA",730.07,2025-12-30 00:00:00,Corazon Printing,Broomfield,CO,80020,Other,Holiday Greeting (Print And Postage)
House District 04,"ESPENOZA, CECELIA",3.85,2025-12-31 00:00:00,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,
House District 04,"ESPENOZA, CECELIA",4.0,2025-12-31 00:00:00,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 05,"JOHNSON, JOHNNIE",,,,,,,,
House District 05,"SANDOVAL, JUSTINE",107.4,2025-09-30 00:00:00,Act Blue,Somerville,MA,02144,Fundraising Expenses,
House District 05,"SANDOVAL, JUSTINE",1000.0,2025-11-01 00:00:00,Eris Consulting,Englewood,CO,80110,Consultant & Professional Services,Eris Consulting- Campaign Plan
House District 05,"SANDOVAL, JUSTINE",244.0,2025-11-20 00:00:00,Usps,Denver,CO,80216,Rent & Utilities,Usps Po Box
House District 05,"SANDOVAL, JUSTINE",371.64,2025-12-31 00:00:00,Act Blue,Somerville,MA,02144,Fundraising Expenses,
House District 05,"SIMMS, STERLING",,,,,,,,
House District 06,"CAMACHO, SEAN",4.0,2025-01-03 00:00:00,"Gusto, Inc",San Francisco,CA,94107,Other,Denver Payroll Tax
House District 06,"CAMACHO, SEAN",141.95,2025-01-04 00:00:00,Mailchimp.Com,Atlanta,GA,30308,Other,Monthly Email Provider Service Fee
House District 06,"CAMACHO, SEAN",41.92,2025-01-06 00:00:00,"Gusto, Inc",San Francisco,CA,94107,Other,Monthly Service Fee
House District 06,"CAMACHO, SEAN",23.98,2025-01-10 00:00:00,"Domain.Com, Inc.",Boulder City,NV,89005,Other,Microsoft 365 Monthly Fee
House District 06,"CAMACHO, SEAN",70.6,2025-01-14 00:00:00,United States Postal Service,Denver,CO,80220,Other,Postage
House District 06,"CAMACHO, SEAN",100.0,2025-01-22 00:00:00,Henry  Standard,Denver,CO,80226,Consultant & Professional Services,Professional Services
House District 06,"CAMACHO, SEAN",95.0,2025-01-26 00:00:00,Campaign Verify,Washington,DC,20007,Other,Text Messaging Annual Certification Fee
House District 06,"CAMACHO, SEAN",213.0,2025-01-27 00:00:00,Pinnacol Assurance,Denver,CO,80256,Consultant & Professional Services,Workers Compensation Annual Premium
House District 06,"CAMACHO, SEAN",141.95,2025-02-05 00:00:00,Mailchimp.Com,Atlanta,GA,30308,Other,Monthly Email Service Fee
House District 06,"CAMACHO, SEAN",42.06,2025-02-05 00:00:00,"Gusto, Inc",San Francisco,CA,94107,Other,Monthly Service Fee
House District 06,"CAMACHO, SEAN",4.0,2025-02-07 00:00:00,"Gusto, Inc",San Francisco,CA,94107,Other,Denver Payroll Tax
House District 06,"CAMACHO, SEAN",23.98,2025-02-10 00:00:00,"Domain.Com, Inc.",Boulder City,NV,89005,Other,Micorsoft 365 Monhtly Fee
House District 06,"CAMACHO, SEAN",392.36,2025-02-18 00:00:00,Henry  Standard,Denver,CO,80226,"Food, Beverages and Meals",Food For Hd6 Day At The Capitol (Qdoba)
House District 06,"CAMACHO, SEAN",42.06,2025-02-28 00:00:00,"Gusto, Inc",San Francisco,CA,94107,Other,Monthly Service Fee
House District 06,"CAMACHO, SEAN",141.95,2025-03-04 00:00:00,Mailchimp.Com,Atlanta,GA,30308,Other,Monthly Fee For Email
House District 06,"CAMACHO, SEAN",4.0,2025-03-07 00:00:00,"Gusto, Inc",San Francisco,CA,94107,Other,Payroll Tax
House District 06,"CAMACHO, SEAN",23.98,2025-03-10 00:00:00,"Domain.Com, Inc.",Boulder City,NV,89005,Other,Microsoft 365
House District 06,"CAMACHO, SEAN",250.0,2025-03-30 00:00:00,Colorado Democratic Party,Denver,CO,80203,"Food, Beverages and Meals",Ticket For Seat At Hd6 Table At Obama Dinner
House District 06,"CAMACHO, SEAN",51.52,2025-04-03 00:00:00,"Gusto, Inc",San Francisco,CA,94107,Other,Monthly Service Fee.
House District 06,"CAMACHO, SEAN",141.95,2025-04-05 00:00:00,Mailchimp.Com,Atlanta,GA,30308,Other,Monthly Fee For Email Service
House District 06,"CAMACHO, SEAN",4.0,2025-04-08 00:00:00,"Gusto, Inc",San Francisco,CA,94107,Other,Payroll Tax
House District 06,"CAMACHO, SEAN",23.98,2025-04-10 00:00:00,"Domain.Com, Inc.",Boulder City,NV,89005,Other,Microsoft 365
House District 06,"CAMACHO, SEAN",51.52,2025-05-03 00:00:00,"Gusto, Inc",San Francisco,CA,94107,Other,Monthly Service Fee
House District 06,"CAMACHO, SEAN",141.95,2025-05-05 00:00:00,Mailchimp.Com,Atlanta,GA,30308,Other,Monthly Fee For Email
House District 06,"CAMACHO, SEAN",4.0,2025-05-07 00:00:00,"Gusto, Inc",San Francisco,CA,94107,Other,Payroll Tax
House District 06,"CAMACHO, SEAN",23.98,2025-05-10 00:00:00,"Domain.Com, Inc.",Boulder City,NV,89005,Other,Microsoft 365
House District 06,"CAMACHO, SEAN",17.78,2025-05-18 00:00:00,"Actblue Technical Services, Inc.",Somerville,MA,02144,Fundraising Expenses,Actblue Service Fee
House District 06,"CAMACHO, SEAN",247.2,2025-05-21 00:00:00,Lowry Printing Llc,Denver,CO,80230,Other,Annual Fee For Mailbox
House District 06,"CAMACHO, SEAN",17.78,2025-05-25 00:00:00,"Actblue Technical Services, Inc.",Somerville,MA,02144,Fundraising Expenses,Actblue Service Fee
House District 06,"CAMACHO, SEAN",187.0,2025-05-27 00:00:00,Sean  Camacho,Denver,CO,80230,Other,Town Hall Rental Space At The Denver Zoo (Reimbursement To Sean Camacho)
House District 06,"CAMACHO, SEAN",51.52,2025-06-05 00:00:00,"Gusto, Inc",San Francisco,CA,94107,Other,Monthly Service Fee
House District 06,"CAMACHO, SEAN",141.95,2025-06-05 00:00:00,Mailchimp.Com,Atlanta,GA,30308,Other,Monthly Fee For Email
House District 06,"CAMACHO, SEAN",4.0,2025-06-09 00:00:00,"Gusto, Inc",San Francisco,CA,94107,Other,Payroll Tax
House District 06,"CAMACHO, SEAN",23.98,2025-06-10 00:00:00,"Domain.Com, Inc.",Boulder City,NV,89005,Other,Microsoft 365
House District 06,"CAMACHO, SEAN",141.95,2025-07-05 00:00:00,Mailchimp.Com,Atlanta,GA,30308,Other,Monthly Email Service Fee
House District 06,"CAMACHO, SEAN",51.52,2025-07-07 00:00:00,"Gusto, Inc",San Francisco,CA,94107,Other,Gusto Service Fee
House District 06,"CAMACHO, SEAN",4.0,2025-07-08 00:00:00,"Gusto, Inc",San Francisco,CA,94107,Other,Gusto
House District 06,"CAMACHO, SEAN",23.98,2025-07-10 00:00:00,"Domain.Com, Inc.",Boulder City,NV,89005,Other,Microsoft 365
House District 06,"CAMACHO, SEAN",287.76,2025-07-11 00:00:00,"Domain.Com, Inc.",Boulder City,NV,89005,Office Equipment & Supplies,Microsoft 365 Yearly
House District 06,"CAMACHO, SEAN",69.76,2025-07-13 00:00:00,"Actblue Technical Services, Inc.",Somerville,MA,02144,Fundraising Expenses,
House District 06,"CAMACHO, SEAN",51.52,2025-08-05 00:00:00,"Gusto, Inc",San Francisco,CA,94107,Other,Gusto
House District 06,"CAMACHO, SEAN",141.95,2025-08-05 00:00:00,Mailchimp.Com,Atlanta,GA,30308,Other,Monthly Email Service
House District 06,"CAMACHO, SEAN",4.0,2025-08-07 00:00:00,"Gusto, Inc",San Francisco,CA,94107,Other,Gusto
House District 06,"CAMACHO, SEAN",0.99,2025-08-10 00:00:00,"Actblue Technical Services, Inc.",Somerville,MA,02144,Fundraising Expenses,
House District 06,"CAMACHO, SEAN",7.9,2025-08-24 00:00:00,"Actblue Technical Services, Inc.",Somerville,MA,02144,Fundraising Expenses,
House District 06,"CAMACHO, SEAN",51.52,2025-09-04 00:00:00,"Gusto, Inc",San Francisco,CA,94107,Other,Gusto
House District 06,"CAMACHO, SEAN",141.95,2025-09-05 00:00:00,Mailchimp.Com,Atlanta,GA,30308,Other,Mail Chimp
House District 06,"CAMACHO, SEAN",51.77,2025-09-07 00:00:00,"Actblue Technical Services, Inc.",Somerville,MA,02144,Fundraising Expenses,
House District 06,"CAMACHO, SEAN",39.18,2025-09-09 00:00:00,"Domain.Com, Inc.",Boulder City,NV,89005,Other,Domain
House District 06,"CAMACHO, SEAN",4.0,2025-09-09 00:00:00,"Gusto, Inc",San Francisco,CA,94107,Other,Gusto
House District 06,"CAMACHO, SEAN",1.39,2025-09-14 00:00:00,"Actblue Technical Services, Inc.",Somerville,MA,02144,Fundraising Expenses,
House District 06,"CAMACHO, SEAN",570.15,2025-09-15 00:00:00,Henry  Standard,Denver,CO,80226,Consultant & Professional Services,Professional Services
House District 06,"CAMACHO, SEAN",24.7,2025-09-21 00:00:00,"Actblue Technical Services, Inc.",Somerville,MA,02144,Fundraising Expenses,
House District 06,"CAMACHO, SEAN",51.77,2025-09-28 00:00:00,"Actblue Technical Services, Inc.",Somerville,MA,02144,Fundraising Expenses,
House District 06,"CAMACHO, SEAN",47.49,2025-09-29 00:00:00,Matt Ball For Colorado,Denver,CO,80203,Other,Reimbursement For Food For Joint Town Hall
House District 06,"CAMACHO, SEAN",96.5,2025-09-29 00:00:00,Matt Ball For Colorado,Denver,CO,80203,Rent & Utilities,Reimbursement For Joint Town Hall Space
House District 06,"CAMACHO, SEAN",37.54,2025-09-30 00:00:00,"Actblue Technical Services, Inc.",Somerville,MA,02144,Fundraising Expenses,
House District 06,"CAMACHO, SEAN",2500.0,2024-12-05 00:00:00,House Democrat Party Cash Fund,Denver,CO,80203,Other,Caucus Dues
House District 06,"CAMACHO, SEAN",19494.05,2024-12-06 00:00:00,Camacho For Colorado,Redacted By Sos,CO,99999,Other,2026 Campaign Account Rollover
House District 06,"CAMACHO, SEAN",266.22,2024-12-08 00:00:00,"Squarespace, Inc.",New York,NY,10014,Other,Annual Website Hosting Fee
House District 06,"CAMACHO, SEAN",23.98,2024-12-10 00:00:00,"Domain.Com, Inc.",Boulder City,NV,89005,Office Equipment & Supplies,Monthly Microsoft 365 Fee
House District 06,"CAMACHO, SEAN",4.0,2024-12-11 00:00:00,"Gusto, Inc",San Francisco,CA,94107,Other,Denver Payroll Tax
House District 06,"CAMACHO, SEAN",51.52,2025-10-03 00:00:00,"Gusto, Inc",San Francisco,CA,94107,Bank Fees,
House District 06,"CAMACHO, SEAN",1000.0,2025-10-04 00:00:00,Colorado Opportunity Caucus,Denver,CO,80202,Other,Membership Dues
