District,candidate_name,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
House District 16,Steph Vigil,812,6/12/25,Pe Strategies,Colorado Springs,CO,80916,Consultant & Professional Services,Campaign Manager
House District 10,Junie Joseph,800,7/15/25,Rachel  Isaacson,Boulder,CO,80304,Employee Services,Campaign Work
House District 17,Regina English,800,12/26/24,Lundyn  Jackson,Coloradosprings,CO,80916,Consultant & Professional Services,Consulting /Strategic Planning
House District 17,Regina English,800,12/26/24,Lundyn  Jackson,Coloradosprings,CO,80916,Consultant & Professional Services,Consulting /Strategic Planning
House District 31,"Jacqueline ""Jacque"" Phillips",800,2/28/25,Practical Campaign Services,Centennial,CO,80122,Consultant & Professional Services,Compliance And Filing Services
House District 45,Max Brooks,800,1/15/25,House Republican Caucus,Denver,CO,80203,Contributions,
House District 46,Jonathan Post,800,9/22/25,"Sws Polifi, Llc",Lafayette,CO,80026,Other,7540 ∑ List Management Fees
House District 46,Jonathan Post,800,9/29/25,"Sws Polifi, Llc",Lafayette,CO,80026,Other,7540 ∑ List Management Fees
House District 52,Yara Zokaie,800,11/12/24,Designed For Democracy Consulting,Loveland,CO,80538,Consultant & Professional Services,
House District 64,Scott L. Slaugh,800,9/30/25,"Sws Polifi, Llc",Lafayette,CO,80026,Other,7500 ∑ Legal & Accounting
House District 64,Scott L. Slaugh,800,11/10/25,Polifi Llc,Fort Lupton,CO,80621,Consultant & Professional Services,
House District 54,Jason Bias,791.8,2/4/26,Priceline.Com,Norwalk,CT,06854,Travel & Lodging,
House District 59,Naomi Riess,790.5,11/5/25,Noah  Camach,Durango,CO,81303,Consultant & Professional Services,Campaign Research And Consulting
House District 57,Elizabeth Velasco,783.47,10/14/25,Crowne Plaza Chicago,Chicago,IL,60661,Travel & Lodging,Lodging For Cosh Conference
House District 06,Sean Camacho,772.87,10/26/25,Henry  Standard,Denver,CO,80203-3037,Employee Services,
House District 52,Yara Zokaie,771.96,12/4/24,Scale To Win,Santa Ana,CA,92703,Advertising,
House District 58,Larry Don Suckla,766.49,8/5/24,Brand Central,Cortez,CO,81321,Advertising,Paid By Personal Cc Paid By Ck #99 Reimbursement
House District 19,Dan Woog,761.25,1/6/25,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7520 ∑ Accounting Fees
House District 04,Cecelia Espenoza,758.47,9/30/25,Zenpayroll Inc (Dba Gusto),San Francisco,CA,94107,Employee Services,
House District 60,Michelle Gray,757.95,4/7/26,Super Cheap Signs,Cedar Park,TX,78613,Other,6621 ∑ Yard Signs
House District 04,Cecelia Espenoza,756.47,8/28/25,Zenpayroll Inc (Dba Gusto),San Francisco,CA,94107,Employee Services,
House District 16,Steph Vigil,752.5,12/10/24,Divergent Deliverables,Centennial,CO,80122,Consultant & Professional Services,Staff
House District 07,Jennifer Bacon,750,1/23/25,Marisa  Olivas,Denver,CO,80203,Consultant & Professional Services,Stipend - Legal Intern
House District 07,Jennifer Bacon,750,10/29/25,National Black Caucus Of State Legislators,Washington,DC,20001,Other,Nbcsl Registration
House District 17,Chauncy Johnson,750,10/14/25,Britannty  Nash,Colorado Springs,CO,80910,Consultant & Professional Services,
House District 17,Chauncy Johnson,750,12/14/25,Britannty  Nash,Colorado Springs,CO,80910,Consultant & Professional Services,Design And Marketing
House District 22,Ken deGraaf,750,2/3/25,Out Of The Box Performance,Colorado Springs,CO,80909,Advertising,
House District 41,Jamie Jackson,750,11/4/25,"Upstream, Llc",Wheat Ridge,CO,80033,Consultant & Professional Services,
House District 47,Ty Winter,750,7/15/25,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7410 ∑ General Consultants
House District 60,Michelle Gray,750,3/9/26,Tthm.Com,Golden,CO,81007,Other,7390 ∑ Other Communications Expense
House District 37,Chad Clifford,746,3/6/26,Jennifer  Strobel,Arvada,CO,80003,Employee Services,
House District 13,Miguel Martinez,740.15,4/1/26,Souled Out T-Shirts,Buena Vista,CO,81211,Advertising,Shirts And Hats Miguel Martinez Hd13
House District 04,Cecelia Espenoza,730.07,12/30/25,Corazon Printing,Broomfield,CO,80020,Other,Holiday Greeting (Print And Postage)
House District 33,Heidi Henkel,730,7/1/25,Alex  Austin,Broomfield,CO,80023,Consultant & Professional Services,
House District 26,Meghan Lukens,727.62,11/29/24,Emi  Cooper,Steamboat Springs,CO,80487,Travel & Lodging,Campaign Manager Reimbursement For Travel (Gas).
House District 47,Ty Winter,726.27,4/11/25,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7410 ∑ General Consultants
House District 41,Jamie Jackson,725,11/4/25,"D.K. Global Consulting, Llc",Aurora,CO,80016,Consultant & Professional Services,
House District 52,Yara Zokaie,725,10/23/24,Yara Leadership Fund,Fort Collins,CO,80528,Contributions,
House District 49,Lesley Smith,712.53,4/1/25,Squarespace,New York City,NY,01010,Office Equipment & Supplies,Website
House District 50,Ryan Gonzalez,701.73,11/7/25,Marquis Who'S Who,Uniondale,NY,11556,Other,6590 ∑ Other Research Expense
House District 16,Steph Vigil,700.85,6/23/25,Goat Patch Brewing,Colorado Springs,CO,80907,Other,Event Expenses
House District 04,Cecelia Espenoza,700.2,7/30/25,Zenpayroll Inc (Dba Gusto),San Francisco,CA,94107,Employee Services,
House District 01,Javier Mabrey,700,12/9/25,Karen  Valenzuela,Denver,CO,80222,Consultant & Professional Services,
House District 22,Ken deGraaf,700,1/19/23,House Republican Caucus,Denver,CO,80203,Contributions,
House District 41,Jamie Jackson,700,12/11/25,Nubiz Solution,"Frederick,",MD,21702,Consultant & Professional Services,
House District 60,Michelle Gray,700,3/3/26,Western Filmhouse,Westcliffe,CO,81252,Other,6790 ∑ Other Telemarketing Expense
House District 64,Scott L. Slaugh,700,12/29/25,Polifi Llc,Fort Lupton,CO,80621,Consultant & Professional Services,
House District 58,Larry Don Suckla,699.72,5/29/24,Townsquare Media,Montrose,CO,81401,Advertising,Personal Cc
House District 58,Larry Don Suckla,699.72,5/29/24,Townsquare Media,Montrose,CO,81401,Advertising,Personal Cc Reimbursed March 2025
House District 48,Carlos Barron,696.6,2/23/26,Pinmart,Elk Grove Village,IL,60007,Other,6690 ∑ Other Promotional Expense
House District 17,Regina English,692.3,11/10/25,The Elizabeth Hotel,Fort Collins,CO,80524,Travel & Lodging,Democrat Caucus Retreat
House District 47,Ty Winter,677.86,7/24/25,Morrell Printing,Lafayette,CO,80026,Other,6615 ∑ Hang Cards
House District 48,Carlos Barron,677.86,6/25/25,Morrell Printing Solutions Llc,Lafayette,CO,80026,Other,6615 ∑ Hang Cards
House District 29,Lori Goldstein,670.04,1/26/25,Gamino Printing,Denver,CO,80223,Consultant & Professional Services,Printing
House District 22,Ken deGraaf,660.02,6/20/24,Express Printing,Colorado Springs,CO,80917,Consultant & Professional Services,Printing
House District 58,Larry Don Suckla,656.88,9/23/24,Townsquare Media,Montrose,CO,81401,Advertising,Paid By Personal Cc To Be Reimbursed
House District 44,Bob Davis,648.04,3/25/26,Patterson & Reid Llc,Palm Beach Gardens,FL,33418,Consultant & Professional Services,Payment For Political Campaign Consulting Services.
House District 47,Ty Winter,646.23,8/2/23,F&C Sawaya Wholesale,Trinidad,CO,81082,Other,"5190 ∑ Other Event Expense

Candidate Expense"
House District 60,Michelle Gray,641.06,10/9/25,"Sws Polifi, Llc",Lafayette,CO,80026,Other,7520 ∑ Accounting Fees
House District 41,Jamie Jackson,634,9/19/25,"D.K. Global Consulting, Llc",Aurora,CO,80016,Consultant & Professional Services,
House District 07,Jennifer Bacon,628,2/18/25,Quintavis  Styles,Denver,CO,80203,Consultant & Professional Services,
House District 14,Ava Flanell,625,12/22/25,Dsigns By Janelle,Colorado Springs,CO,80918,Other,6420 ∑ Production & Design
House District 48,Carlos Barron,619.97,12/20/24,Embroidery Plus,Pueblo,CO,81003,Other,6631 ∑ Apparel
House District 03,Gena Ozols,619.83,6/20/25,Corazon Printing,Broomfield,CO,80020,Advertising,
House District 39,Brandi Bradley,617,1/14/25,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7520 ∑ Accounting Fees
House District 10,Junie Joseph,616,7/7/25,Boulder Weekly,Boulder,CO,80303,Advertising,Ad In Boulder Weekly
House District 50,Ryan Gonzalez,614.04,12/1/25,Doubletree By Hilton Fort Worth,Fort Worth,TX,76106,Other,7630 ∑ Lodging
House District 61,Eliza Hamrick,609.28,1/3/25,C&D Printing,Denver,CO,80229,Advertising,Holiday/Thank You
House District 47,Ty Winter,605,2/17/25,Pinmart,Elk Grove Village,IL,60007,Other,6640 ∑ Design & Layout
House District 07,Jennifer Bacon,600,1/29/25,Quintavis  Styles,Denver,CO,80203,Consultant & Professional Services,Office Staff (10 Hrs/Wk)
House District 07,Jennifer Bacon,600,4/8/25,Quintavis  Styles,Denver,CO,80203,Consultant & Professional Services,Legislative Staff
House District 07,Jennifer Bacon,600,4/17/25,Quintavis  Styles,Denver,CO,80203,Consultant & Professional Services,
House District 07,Jennifer Bacon,600,4/30/25,Quintavis  Styles,Denver,CO,80203,Consultant & Professional Services,
House District 32,Chris VanDijk,600,10/1/25,Numero,Costa Mesa,CA,92626,Fundraising Expenses,
House District 32,Chris VanDijk,600,11/1/25,Numero,Costa Mesa,CA,92626,Fundraising Expenses,
House District 37,Chad Clifford,600,4/27/26,Arapahoe County Fair,Aurora,CO,80016,Miscellaneous,"Event Tickets, Boots Not Suits"
House District 39,Brandi Bradley,600,7/16/25,Polifi Llc,Fort Lupton,CO,80621,Consultant & Professional Services,
House District 41,Jamie Jackson,600,12/30/25,"Upstream, Llc",Wheat Ridge,CO,80033,Consultant & Professional Services,
House District 42,Sarah Amelia Woodson,600,12/15/25,Sarah  Woo,Aurora,CO,80011,Other,Website Development
House District 47,Ty Winter,600,2/5/25,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7410 ∑ General Consultants
House District 47,Ty Winter,600,2/10/25,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7410 ∑ General Consultants
House District 47,Ty Winter,600,2/28/25,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7410 ∑ General Consultants
House District 47,Ty Winter,600,3/31/25,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7410 ∑ General Consultants
House District 47,Ty Winter,600,4/11/25,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7410 ∑ General Consultants
House District 47,Ty Winter,600,5/12/25,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7410 ∑ General Consultants
House District 47,Ty Winter,600,12/12/24,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7410 ∑ General Consultants
House District 63,Dusty Johnson,600,6/24/25,Digital Marketing Dude Llc,Westminster,CO,80234,Other,6410 ∑ Registration & Hosting
House District 31,"Jacqueline ""Jacque"" Phillips",598.03,10/6/25,Gamino Printing Co,Denver,CO,80223,Advertising,Literature Printing
House District 47,Ty Winter,596.7,1/15/26,Pinmart,Elk Grove Village,IL,60007,Other,6640 ∑ Design & Layout
House District 45,Max Brooks,590,1/7/25,Lisa For Colorado Committee,Redacted By Sos,CO,99999,"Food, Beverages and Meals",Election Night Event
House District 10,Junie Joseph,586.93,8/29/25,Artist Proof Collective,Denver,CO,80204,Other,Letters To Constituents
House District 53,Andy Boesenecker,586.31,9/18/25,Andrew  Boesenecker,Fort Collins,CO,80526,Travel & Lodging,Reimbursement For Travel And Lodging Expenses
House District 41,Jamie Jackson,586,9/16/25,El Tequileno Family Mexican Restaurant,Aurora,CO,80014,"Food, Beverages and Meals",
House District 54,Nina Anderson,585.97,6/27/25,Nina  Anderson,Grand Junction,CO,81504,Travel & Lodging,585.97 Miles
House District 22,Ken deGraaf,580.27,10/17/24,Big Lake Promotions,Hudsonville,MI,49426,Advertising,
House District 60,Michelle Gray,576.04,4/7/26,Super Cheap Signs,Cedar Park,TX,78613,Other,6600 ∑ Collateral & Promotional Items
House District 58,Larry Don Suckla,575.28,5/10/24,Townsquare Media,Montrose,CO,81401,Advertising,"Paid By Personal Credit Card. Reimbursed March, 2025"
House District 58,Larry Don Suckla,575.28,5/10/24,Townsquare Media,Montrose,CO,81401,Advertising,"Paid By Personal Credit Card. Reimbursed March, 2025 Radio Ad"
House District 50,Ryan Gonzalez,575,11/26/25,Alec,Arlington,VA,22202,Other,6810 ∑ Registration Fees
House District 06,Sean Camacho,570.15,9/15/25,Henry  Standard,Denver,CO,80226,Consultant & Professional Services,Professional Services
House District 36,Michael Carter,562.83,12/19/24,City Of Aurora,Aurora,CO,80012,Employee Services,Payroll Taxes
House District 19,Jillaire McMillan,562.5,10/30/25,Emma  Moulton,Bountiful,UT,84010,Consultant & Professional Services,
House District 04,Cecelia Espenoza,562.21,12/11/24,Corazon Printing,Broomfield,CO,80020,Miscellaneous,Holiday Cards/Postage
House District 37,Chad Clifford,560,1/15/25,Coblue Llc,Denver,CO,80218,Consultant & Professional Services,
House District 36,Michael Carter,559.46,5/23/25,City Of Aurora,Aurora,CO,80012,Employee Services,Payroll Taxes
House District 15,Pricella Tiegen,556.25,1/25/26,Private Label Distillery,Colorado Springs,CO,80915,Entertainment,Renting A Space For A Campaign Kick -Off Event
House District 43,Nate Marsh,547.2,1/19/26,"Sws Polifi, Llc",Lafayette,CO,80026,Other,7520 ∑ Accounting Fees
House District 03,Gena Ozols,544.19,6/5/25,Act Blue,Somerville,CO,02144,Bank Fees,Credit Card Fees 4/1-6/4
House District 29,Lori Goldstein,543.58,1/28/25,Westminster Brewing Company,Westminster,CO,80021,Other,Venue Rental
House District 60,Michelle Gray,543.35,4/6/26,Cheap Door Hangers,Houston,TX,77017,Other,6615 ∑ Hang Cards
House District 19,Anil Pesaramelli,540,12/31/25,"Metricool Software, S.L.",Madrid,SP,28007,Advertising,Metricool Social Media
House District 24,Lisa Feret,540,9/3/25,Lula  Demars,Arvada,CO,80003,Employee Services,
House District 41,Jamie Jackson,540,10/21/25,"Kline Company, Llc",Denver,CO,80212,Consultant & Professional Services,
House District 53,Andy Boesenecker,540,12/24/24,Grammarly,San Francisco,CA,94104,Office Equipment & Supplies,
House District 53,Andy Boesenecker,540,12/24/25,Grammarly,San Francisco,CA,94104,Office Equipment & Supplies,
House District 47,Ty Winter,538.24,12/9/25,Morrell Printing,Lafayette,CO,80026,Other,6615 ∑ Hang Cards
House District 52,Yara Zokaie,527.32,10/3/24,Scale To Win,Santa Ana,CA,92703,Advertising,
House District 08,Lindsay Gilchrist,520.24,5/15/25,Denver Democratic Central Committee,Denver,CO,80205,Entertainment,
House District 46,Jonathan Post,518.31,7/22/25,Morrell Printing,Lafayette,CO,80026,Other,6613 ∑ Brochures
House District 37,Chad Clifford,516,12/6/24,Coblue Llc,Denver,CO,80218,Consultant & Professional Services,Campaign Management
House District 57,Elizabeth Velasco,515.92,10/8/25,United,Chicago,IL,60601,Travel & Lodging,Travel To Cosh Conference
House District 03,Gena Ozols,514.4,12/31/25,Act Blue,Somerville,MA,02144-3132,Other,Act Blue Fees
House District 31,"Jacqueline ""Jacque"" Phillips",511.65,12/30/25,Rushordertees,Philadelphia,PA,19154,Advertising,Campaign Promotional T-Shirts
House District 19,Jillaire McMillan,506.25,9/23/25,Emma  Moulton,Bountiful,UT,84010,Consultant & Professional Services,
House District 57,Elizabeth Velasco,504.52,2/12/25,Amazon,Seattle,WA,98109-5210,Office Equipment & Supplies,"Office Supplies, Table, And Rug For Office"
House District 36,Michael Carter,501.95,9/18/25,City Of Aurora,Aurora,CO,80012,Employee Services,Payroll Taxes
House District 11,Karen McCormick,501.72,11/17/25,La Fonda On The Plaza,Santa Fe,NM,87501,Travel & Lodging,Colorado River Forum Csg West
House District 01,Javier Mabrey,500,12/9/25,Colorado Latino Leadership Advocacy & Research Organization,Denver,CO,80204,Contributions,
House District 04,Cecelia Espenoza,500,6/2/25,Mia  Frederico,Denver,CO,80212,Gifts,Internship Stipend
House District 08,Lindsay Gilchrist,500,4/7/25,Justin  Bressler,Denver,CO,80207,Advertising,Park Hill Parade Sponsorship
House District 10,Junie Joseph,500,2/27/25,Black Democratic Legislative Caucus,Denver,CO,80203,Other,Caucus Dues
House District 10,Junie Joseph,500,12/1/25,Callhub,Walnut,CA,91789,Advertising,Texting Service
House District 10,Junie Joseph,500,12/9/25,Boulder County Democratic Party,Lafayette,CO,80026,Other,Event Fee
House District 11,Karen McCormick,500,3/24/25,Anastasia  Steiner,Parker,CO,80134,Employee Services,Bonus For Aide
House District 11,Karen McCormick,500,12/22/25,Anastasia  Steiner,Parker,CO,80134,Employee Services,Holiday Bonus For Staff
House District 12,Kyle Brown,500,3/3/25,Matt  Voss,Denver,CO,80203,Consultant & Professional Services,
House District 12,Kyle Brown,500,12/1/25,Jenifer  Engel,Englewood,CO,80111,Consultant & Professional Services,
House District 13,Chris Floyd,500,11/12/25,Practical Campaign Services,Centennial,CO,80122,Consultant & Professional Services,Strategic Consulting
House District 13,Chris Floyd,500,12/10/25,Practical Campaign Services,Centennial,CO,80122,Consultant & Professional Services,Strategic Consulting
