District,candidate_name,Party,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
Senate District 01,Byron Pelton,Republican,73.25,1/31/23,Gasamat,Sterling,CO,80751,Travel & Lodging,
Senate District 01,Byron Pelton,Republican,102.08,2/8/23,Gasamat,Sterling,CO,80751,Travel & Lodging,
Senate District 01,Byron Pelton,Republican,259.15,2/15/23,Precision Promotional Group,Grand Junction,CO,81501,Advertising,
Senate District 01,Byron Pelton,Republican,90.46,2/16/23,Love'S Travel,Brush,CO,80723,Travel & Lodging,
Senate District 01,Byron Pelton,Republican,30,2/21/23,,,,,"Food, Beverages and Meals",Meals
Senate District 01,Byron Pelton,Republican,19.5,2/22/23,Charlie Brown'S Bar & Grill,Denver,CO,80203,"Food, Beverages and Meals",
Senate District 01,Byron Pelton,Republican,100,2/24/23,Cenex,Holyoke,CO,80734,Travel & Lodging,
Senate District 01,Byron Pelton,Republican,64.01,3/6/23,Cosmo'S,Denver,CO,80203,"Food, Beverages and Meals",
Senate District 01,Byron Pelton,Republican,42.28,3/13/23,Texas Roadhouse,Denver,CO,80238,"Food, Beverages and Meals",
Senate District 01,Byron Pelton,Republican,120.43,3/13/23,Love'S Travel,Brush,CO,80723,Travel & Lodging,
Senate District 01,Byron Pelton,Republican,204.88,3/16/23,Texas Roadhouse,Denver,CO,80238,"Food, Beverages and Meals",
Senate District 01,Byron Pelton,Republican,86.55,3/20/23,Gasamat,Sterling,CO,80751,Travel & Lodging,
Senate District 01,Byron Pelton,Republican,62.32,3/24/23,Love'S Travel,Brush,CO,80723,Travel & Lodging,
Senate District 01,Byron Pelton,Republican,70.86,3/27/23,Precision Promotional Group,Grand Junction,CO,81501,Advertising,
Senate District 01,Byron Pelton,Republican,16.77,3/27/23,,,,,"Food, Beverages and Meals",Meals
Senate District 01,Byron Pelton,Republican,74,4/3/23,River Station,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,109.35,4/14/23,Love'S Travel,Brush,CO,80723,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,37.48,4/18/23,Las Delicias,Denver,CO,80203,Other,6890 ∑ Other Meeting Expense
Senate District 01,Byron Pelton,Republican,23.01,4/25/23,Pablo'S Coffee,De3Nver,CO,80220,Other,6890 ∑ Other Meeting Expense
Senate District 01,Byron Pelton,Republican,115.13,4/28/23,Yard House,Denver,CO,80202,Other,6890 ∑ Other Meeting Expense
Senate District 01,Byron Pelton,Republican,74,5/1/23,River Station,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,75,5/3/23,Kum & Go,Brighton,CO,80601,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,96.34,5/17/23,Gasamat,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,375,5/26/23,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7520 ∑ Accounting Fees
Senate District 01,Byron Pelton,Republican,208.31,5/27/23,Expedia,Seattle,WA,98119,Other,7630 ∑ Lodging
Senate District 01,Byron Pelton,Republican,158.67,5/30/23,Expedia,Seattle,WA,98119,Other,7630 ∑ Lodging
Senate District 01,Byron Pelton,Republican,76.91,5/30/23,Gasamat,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,80.19,5/31/23,Doubletree,Vail,CO,81657,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,63.04,5/31/23,Love'S Travel,Brush,CO,80723,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,62.73,6/1/23,Parisi,Denver,CO,80212,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,15,6/1/23,,,,,Other,7657 ∑ Vehicle Tolls And Parking
Senate District 01,Byron Pelton,Republican,81.71,6/5/23,Love'S Travel,Brush,CO,80723,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,19.79,6/7/23,,,,,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,58.61,6/8/23,Love'S Travel,Brush,CO,80723,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,14.17,6/8/23,Mcdonalds,Silverthorne,CO,80498,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,82.49,6/12/23,Gasamat,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,32.5,6/12/23,Colorado Convention Center,Denver,CO,80202,Other,7657 ∑ Vehicle Tolls And Parking
Senate District 01,Byron Pelton,Republican,15,6/12/23,Colorado Convention Center,Denver,CO,80202,Other,7657 ∑ Vehicle Tolls And Parking
Senate District 01,Byron Pelton,Republican,69.98,6/13/23,Appaloosa Grill,Denver,CO,80202,Other,6890 ∑ Other Meeting Expense
Senate District 01,Byron Pelton,Republican,150,6/14/23,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7520 ∑ Accounting Fees
Senate District 01,Byron Pelton,Republican,42,6/21/23,Maverik,Fort Morgan,CO,80701,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,41.08,6/21/23,Maverik,Fort Morgan,CO,80701,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,74,6/21/23,River Station,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,87.76,6/23/23,Gasamat,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,1013.44,6/26/23,Budget,Parsippany,NJ,07054,Other,7620 ∑ Car Rental
Senate District 01,Byron Pelton,Republican,79.43,6/26/23,Love'S Travel,Brush,CO,80723,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,72.37,7/3/23,River Station,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,4,7/3/23,,,,,Other,7229 ∑ Parking Expense
Senate District 01,Byron Pelton,Republican,100.1,7/5/23,Gasamat,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,72.66,7/10/23,Gasamat,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,75.03,7/10/23,Gasamat,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,1975,7/12/23,United Airlines,Chicago,IL,60606,Other,7610 ∑ Air/Bus/Train Travel
Senate District 01,Byron Pelton,Republican,99.65,7/12/23,Maverik,Fort Morgan,CO,80701,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,524.11,7/18/23,Doubletree,Vail,CO,81657,Other,7630 ∑ Lodging
Senate District 01,Byron Pelton,Republican,296.56,7/19/23,Hampton By Hilton,Montrosed,CO,81401,Other,7630 ∑ Lodging
Senate District 01,Byron Pelton,Republican,108.85,7/19/23,Love'S Travel,Brush,CO,80723,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,168,7/19/23,City Of Denver Parking,Denver,CO,80249,Other,7657 ∑ Vehicle Tolls And Parking
Senate District 01,Byron Pelton,Republican,1057,7/19/23,,,,,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,92.89,7/20/23,Maverik,Fort Morgan,CO,80701,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,89.92,7/24/23,Gasamat,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,110.78,7/26/23,Gasamat,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,17.43,7/27/23,Ben'S Brick Oven,Hudson,CO,80642,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,49.39,8/14/23,Gasamat,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,143.45,8/14/23,Olive Garden,Gtreeley,CO,80631,Other,6890 ∑ Other Meeting Expense
Senate District 01,Byron Pelton,Republican,67.35,8/14/23,Walmart,Sterling,CO,80751,Other,5190 ∑ Other Event Expense
Senate District 01,Byron Pelton,Republican,79.51,8/14/23,Maverik,Fort Morgan,CO,80701,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,35.91,8/18/23,Roasty'S Cafe,Greeley,CO,80631,Other,6890 ∑ Other Meeting Expense
Senate District 01,Byron Pelton,Republican,109.79,8/22/23,Gasamat,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,124.2,8/24/23,Love'S Travel,Brush,CO,80723,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,64.65,8/28/23,Love'S Travel,Brush,CO,80723,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,115.18,8/29/23,Gasamat,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,725,9/5/23,Agriculture Pac,Fort Lupton,CO,80621,Other,8100 ∑ Gifts & Donations
Senate District 01,Byron Pelton,Republican,99.62,9/6/23,Love'S Travel,Brush,CO,80723,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,125.73,9/12/23,Gasamat,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,124.41,9/20/23,Love'S Travel,Brush,CO,80723,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,13.17,9/21/23,,,,,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,17.08,9/21/23,,,,,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,109.84,9/22/23,Gasamat,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,95.26,9/25/23,Gasamat,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,5.44,9/25/23,,,,,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,19.43,9/28/23,Ben'S Brick Oven,Hudson,CO,80642,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,123.27,9/28/23,Love'S Travel,Brush,CO,80723,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,47,12/12/22,Curio,Denver,CO,80203,Travel & Lodging,
Senate District 01,Byron Pelton,Republican,82.77,12/12/22,Love'S Travel,Brush,CO,80723,Travel & Lodging,
Senate District 01,Byron Pelton,Republican,81.13,12/12/22,Gasamat,Sterling,CO,80751,Travel & Lodging,
Senate District 01,Byron Pelton,Republican,6,12/12/22,,,,,Miscellaneous,Parking
Senate District 01,Byron Pelton,Republican,500,12/15/22,Pera Parking,Denver,CO,80203,Miscellaneous,
Senate District 01,Byron Pelton,Republican,18.3,1/9/24,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
Senate District 01,Byron Pelton,Republican,15.95,1/10/24,,,,,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,40,1/11/24,Republican Women Of Weld,Fort Lupton,CO,80621,Other,Dues
Senate District 01,Byron Pelton,Republican,66.14,1/12/24,Qt 4216,Bennett,CO,80102,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,500,1/12/24,National Western Stpck Show Sale,Denver,CO,80216,Other,8100 ∑ Gifts & Donations
Senate District 01,Byron Pelton,Republican,45,1/23/24,Campaign Manager,Harvard,MA,01451,Other,7470 ∑ Office Consultants
Senate District 01,Byron Pelton,Republican,4,1/24/24,City Of Denver Parking,Denver,CO,80249,Other,7657 ∑ Vehicle Tolls And Parking
Senate District 01,Byron Pelton,Republican,47.43,1/25/24,Ball Arena Concessions,Denver,CO,80204,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,9.03,1/25/24,,,,,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,6.55,1/26/24,,,,,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,50.88,1/29/24,Gasamat,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,70.13,1/29/24,Seiconoco,Brighton,CO,80601,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,10.3,1/30/24,Taco Bell,Fort Morgan,CO,80731,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,80.19,2/1/24,Love'S Travel,Brush,CO,80723,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,250,2/2/24,Weld County Republican Central Committee,Greeley,CO,80634,Other,6810 ∑ Registration Fees
Senate District 01,Byron Pelton,Republican,228.1,2/8/24,Bastiens,Denver,CO,80206,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,76.85,2/20/24,Gasamat,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,56.15,2/20/24,New Method Cleaners,Sterling,CO,80751,Other,6631 ∑ Apparel
Senate District 01,Byron Pelton,Republican,73.69,2/23/24,Qt 4216,Bennett,CO,80102,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,500,2/23/24,Senate Republican Caucus,Denver,CO,80203,Other,7218 ∑ Dues And Subscriptions
Senate District 01,Byron Pelton,Republican,65.88,2/26/24,Love'S Travel,Brush,CO,80723,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,76.88,3/7/24,Slice,Denver,CO,80203,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,89.39,3/18/24,Gasamat,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,75,3/21/24,Qt 4216,Bennett,CO,80102,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,22.84,3/22/24,Qt 4216,Bennett,CO,80102,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,34.62,3/26/24,Undici Ristorant,Englewood,CO,80113,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,38.9,3/27/24,Texas Roadhouse,Denver,CO,80238,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,6.43,3/28/24,Qt 4216,Bennett,CO,80102,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,50.05,4/1/24,Qt 4216,Bennett,CO,80102,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,88.12,4/9/24,Qt 4216,Bennett,CO,80102,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,4,4/9/24,City Of Denver Parking,Denver,CO,80249,Other,7657 ∑ Vehicle Tolls And Parking
Senate District 01,Byron Pelton,Republican,34.62,4/11/24,Laloma,Denver,CO,80202,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,300,4/12/24,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7520 ∑ Accounting Fees
Senate District 01,Byron Pelton,Republican,101.28,4/15/24,Qt 4216,Bennett,CO,80102,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,23.44,4/18/24,The Original Rom,Greeley,CO,80631,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,74.05,4/19/24,Love'S Travel,Brush,CO,80723,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,50,4/22/24,Gasamat,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,65.22,4/22/24,Rio,Greeley,CO,80631,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,16.75,4/24/24,Adobo,Denver,CO,80211,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,77.13,4/25/24,Qt 4216,Bennett,CO,80102,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,100.22,5/17/24,Gasamat,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,57.95,5/20/24,E-470 Express,Aurora,CO,80018,Other,7657 ∑ Vehicle Tolls And Parking
Senate District 01,Byron Pelton,Republican,15.38,5/20/24,Ziggi'S Coffee,Fort Morgan,CO,80701,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,24.17,5/28/24,Gasamat,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,38.26,5/28/24,Gasamat,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,22.25,5/28/24,Love'S Travel,Brush,CO,80723,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,40.12,5/28/24,Love'S Travel,Brush,CO,80723,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,29.25,5/28/24,Ziggi'S Coffee,Fort Morgan,CO,80701,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,43.15,5/28/24,Big D,Loveland,CO,80538,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,66.23,5/28/24,The Little Diner,Vail,CO,81657,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,43.15,5/28/24,Yakl,Unknown,UN,UNKNOWN,Consultant & Professional Services,Website
Senate District 01,Byron Pelton,Republican,53.74,5/30/24,Conoco,Frisco,CO,80443,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,11.51,5/30/24,Mcdonalds,Silverthorne,CO,80498,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,6.44,5/31/24,,,,,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,41.51,6/3/24,Gasamat,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,45.85,6/3/24,Love'S Travel,Brush,CO,80723,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,66.47,6/4/24,Gasamat,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,14.11,6/4/24,Mcdonalds,Silverthorne,CO,80498,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,87.45,6/6/24,Love'S Travel,Brush,CO,80723,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,85.93,6/11/24,King Soopers,Greeley,CO,80634,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,43.8,6/17/24,Love'S Travel,Brush,CO,80723,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,33.65,6/17/24,Big D,Loveland,CO,80538,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,14.79,6/20/24,Ziggi'S Coffee,Fort Morgan,CO,80701,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,14.57,6/21/24,Mcdonalds,Silverthorne,CO,80498,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,42.44,6/30/24,Gasamat,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,41.93,7/5/24,Home Plate,Brush,CO,80723,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,48.21,7/9/24,Gasamat,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,12.2,7/12/24,Gasamat,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,58.78,7/16/24,Gasamat,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,3,7/17/24,,,,,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,106.59,7/23/24,Gasamat,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,2,7/24/24,,,,,Other,7229 ∑ Parking Expense
Senate District 01,Byron Pelton,Republican,8.55,7/25/24,,,,,Other,6800 ∑ Meeting Expense
Senate District 01,Byron Pelton,Republican,80.98,7/25/24,Gasamat,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,91.36,7/26/24,Gasamat,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,47.83,7/31/24,Gasamat,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,35.02,8/6/24,Yuma County Fair,Yuma,CO,80759,Other,6810 ∑ Registration Fees
Senate District 01,Byron Pelton,Republican,48.62,8/12/24,Walmart,Sterling,CO,80751,Other,5190 ∑ Other Event Expense
Senate District 01,Byron Pelton,Republican,46.59,8/12/24,Gasamat,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,20.56,8/22/24,Miguels Mexican Restr,Colorado Springs,CO,80906,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,37.78,8/23/24,Maverik,Fort Morgan,CO,80701,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,350,8/24/24,Logan County Fair,Sterling,CO,80751,Other,8100 ∑ Gifts & Donations
Senate District 01,Byron Pelton,Republican,33.35,8/26/24,Greek Cafe,Colorado Springs,CO,80917,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,30.86,8/26/24,Maverik,Fort Morgan,CO,80701,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,45.34,8/26/24,Maverik,Fort Morgan,CO,80701,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,31.79,8/26/24,76 Xpress,Severance,CO,80550,Travel & Lodging,
Senate District 01,Byron Pelton,Republican,39.54,8/27/24,Qt 4216,Bennett,CO,80102,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,29.92,8/29/24,The Jelly Cafe,Denver,CO,80203,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,46.4,8/30/24,Maverik,Fort Morgan,CO,80701,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,50,9/4/24,Gasamat,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,97.94,9/4/24,Circle K,Greeley,CO,80634,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,59.89,9/12/24,Angelo'S Tave,Denver,CO,80203,Other,7640 ∑ Meals
Senate District 01,Byron Pelton,Republican,70.03,9/16/24,Sam'S Club,Evans,CO,80620,Other,5140 ∑ Event Food & Beverage
Senate District 01,Byron Pelton,Republican,41.96,9/17/24,Gasamat,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,46.99,9/18/24,Circle K,Greeley,CO,80634,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,49.31,9/20/24,Stubbs Gas & Oil,Wiggins,CO,80654,Other,7652 ∑ Vehicle Gas
Senate District 01,Byron Pelton,Republican,36.83,9/24/24,Gasamat,Sterling,CO,80751,Other,7652 ∑ Vehicle Gas
