Office,candidate_name,Party,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
Attorney General,Jena Griswold,Democratic,6820.71,7/10/25,Gusto,Denver,CO,80202,Employee Services,Payroll
Attorney General,Michael Dougherty,Democratic,6812.59,6/13/25,Katie  Malzbender,Boulder,CO,80303,Consultant & Professional Services,
Governor,Michael Bennet,Democratic,6812.53,7/14/25,Gusto,San Francisco,CA,94107,Employee Services,Payroll Taxes
Attorney General,David Seligman,Democratic,6804.5,9/3/25,Sam  Greenberg,Denver,CO,80209,Consultant & Professional Services,Fundraising Consulting
Attorney General,Michael Dougherty,Democratic,6800,5/8/25,Liftoff,Silver Spring,MD,20901-3627,Consultant & Professional Services,
Governor,Phil Weiser,Democratic,6798.84,11/24/25,Gusto,San Francisco,CA,94107,Employee Services,Payroll Taxes
Governor,Phil Weiser,Democratic,6794.32,12/10/25,Gusto,San Francisco,CA,94107,Employee Services,Payroll Taxes
Attorney General,David Seligman,Democratic,6758.06,6/11/25,Bee Compliance Llc,Washington,DC,20003,Consultant & Professional Services,Compliance Consulting
Governor,Phil Weiser,Democratic,6750,5/19/25,"Ngpvan, Inc.",Pittsburgh,PA,15251,Other,Software
Governor,Phil Weiser,Democratic,6750,8/11/25,"Ngpvan, Inc.",Pittsburgh,PA,15251,Other,Software
Governor,Phil Weiser,Democratic,6750,11/5/25,"Ngpvan, Inc.",Pittsburgh,PA,15251,Other,Software
Governor,Phil Weiser,Democratic,6746.94,12/26/25,Gusto,San Francisco,CA,94107,Employee Services,Payroll Taxes
Governor,Michael Bennet,Democratic,6745.12,11/20/25,Missionwired,Washington,DC,20001,Fundraising Expenses,List Acquisiion
Governor,Phil Weiser,Democratic,6698.97,7/3/25,Ascend Digital Strategies Llc,Washington,DC,20001,Consultant & Professional Services,Email Services & Texting
Attorney General,David Seligman,Democratic,6688.89,8/6/25,Sam  Greenberg,Denver,CO,80209,Consultant & Professional Services,Fundraising Consulting
Attorney General,Michael Dougherty,Democratic,6665,4/8/25,Upstream Llc,Wheat Ridge,CO,80033,Consultant & Professional Services,
Governor,Phil Weiser,Democratic,6526.85,8/12/25,Gusto,San Francisco,CA,94107,Employee Services,Payroll Taxes
Governor,Phil Weiser,Democratic,6305.74,4/3/25,Ascend Digital Strategies Llc,Washington,DC,20001,Consultant & Professional Services,"Email Services, Digital Ads & Texting"
Secretary of State,Amanda Gonzalez,Democratic,6250,4/25/25,Blue Wave Political Partners,Seattle,WA,98104,Consultant & Professional Services,Consulting / Compliance
Governor,Phil Weiser,Democratic,6241.47,6/10/25,Gusto,San Francisco,CA,94107,Employee Services,Payroll Taxes
Governor,Phil Weiser,Democratic,6222.01,7/10/25,Gusto,San Francisco,CA,94107,Employee Services,Payroll Taxes
Governor,Phil Weiser,Democratic,6212.22,6/25/25,Gusto,San Francisco,CA,94107,Employee Services,Payroll Taxes
Governor,Michael Bennet,Democratic,6166.93,10/27/25,Left Coast,Reno,NV,89521,Consultant & Professional Services,Fundraising Consulting
Governor,Phil Weiser,Democratic,6153.43,5/2/25,Ascend Digital Strategies Llc,Washington,DC,20001,Consultant & Professional Services,"Email Services, Digital Ads & Texting"
Governor,Phil Weiser,Democratic,6080.49,7/28/25,Gusto,San Francisco,CA,94107,Employee Services,Payroll Taxes
Governor,Phil Weiser,Democratic,6076.93,1/28/25,Gusto,San Francisco,CA,94107,Employee Services,Payroll
Governor,Michael Bennet,Democratic,6020,11/16/25,Bercow Communications,Miami,FL,33133,Consultant & Professional Services,Communications Consulting
Attorney General,Michael Dougherty,Democratic,6000,5/8/25,Liftoff,Silver Spring,MD,20901-3627,Consultant & Professional Services,
Attorney General,Michael Dougherty,Democratic,6000,7/3/25,Liftoff,Silver Spring,MD,20901-3627,Consultant & Professional Services,
Governor,Michael Bennet,Democratic,5943.44,12/29/25,"Google, Inc",Mountain View,CA,94043,Office Equipment & Supplies,Software
Attorney General,Michael Dougherty,Democratic,5807.26,8/2/25,Ktm Strategies,Boulder,CO,80303,Consultant & Professional Services,
Attorney General,Michael Dougherty,Democratic,5718.07,10/2/25,Ktm Strategies,Boulder,CO,80303,Consultant & Professional Services,
Governor,Phil Weiser,Democratic,5694.59,9/10/25,Gusto,San Francisco,CA,94107,Employee Services,Payroll Taxes
Attorney General,Michael Dougherty,Democratic,5687.5,5/1/25,Upstream Llc,Wheat Ridge,CO,80033,Consultant & Professional Services,
Attorney General,Hetal Doshi,Democratic,5680,9/16/25,Andrew  Markoff,Brooklyn,NY,11211,Consultant & Professional Services,
Governor,Michael Bennet,Democratic,5664.57,11/17/25,Colorado Democratic Party,Denver,CO,80203,Other,Voter File Access
Governor,Phil Weiser,Democratic,5646.77,11/13/25,Village Square Llc,Washington,DC,20003,Consultant & Professional Services,Production Services
Attorney General,Michael Dougherty,Democratic,5631.31,7/2/25,Ktm Strategies,Boulder,CO,80303,Consultant & Professional Services,
Governor,Phil Weiser,Democratic,5614.89,2/2/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Processing Fees
Attorney General,Michael Dougherty,Democratic,5570.07,11/4/25,Ktm Strategies,Boulder,CO,80303,Consultant & Professional Services,
Attorney General,Michael Dougherty,Democratic,5544.5,9/2/25,Ktm Strategies,Boulder,CO,80303,Consultant & Professional Services,
State Treasurer,Kevin Grantham,Republican,5510.35,10/10/25,Jay  Misany,Denver,CO,80203,Consultant & Professional Services,Consulting And Expenses
Attorney General,David Seligman,Democratic,5497.05,10/2/25,Gusto,San Francisco,CA,94107,Employee Services,Payroll
Attorney General,David Seligman,Democratic,5417.31,8/28/25,Birkhold Inc,Hanalei,HI,96714,Consultant & Professional Services,Social Media Management & Digital Ads
Governor,Michael Bennet,Democratic,5410,11/23/25,William  Schwartz,Miami,FL,33131,Consultant & Professional Services,Research Consulting
Governor,Phil Weiser,Democratic,5395.92,5/12/25,Gusto,San Francisco,CA,94107,Employee Services,Payroll Taxes
Attorney General,David Seligman,Democratic,5385.29,11/28/25,Gusto,San Francisco,CA,94107,Employee Services,Payroll
Governor,Phil Weiser,Democratic,5333.23,5/28/25,Gusto,San Francisco,CA,94107,Employee Services,Payroll Taxes
Governor,Michael Bennet,Democratic,5278.06,9/3/25,Missionwired,Washington,DC,20001,Fundraising Expenses,Postage
Attorney General,David Seligman,Democratic,5239.07,10/14/25,Gusto,San Francisco,CA,94107,Employee Services,Payroll
Attorney General,Michael Dougherty,Democratic,5232.1,12/1/25,Ktm Strategies,Boulder,CO,80303,Consultant & Professional Services,
Governor,Michael Bennet,Democratic,5117.21,6/2/25,Actblue,West Somerville,MA,02144,Bank Fees,Credit Card Processing
Governor,Michael Bennet,Democratic,5100,7/2/25,Missionwired,Washington,DC,20001,Fundraising Expenses,Postage
Governor,Michael Bennet,Democratic,5100,8/12/25,Missionwired,Washington,DC,20001,Fundraising Expenses,Postage
Governor,Michael Bennet,Democratic,5100,8/29/25,Missionwired,Washington,DC,20001,Fundraising Expenses,Postage
Governor,Michael Bennet,Democratic,5100,10/6/25,Missionwired,Washington,DC,20001,Fundraising Expenses,Direct Mail Management
Governor,Michael Bennet,Democratic,5100,10/29/25,Missionwired,Washington,DC,20001,Fundraising Expenses,Direct Mail Management
Attorney General,David Seligman,Democratic,5099.65,12/12/25,Gusto,San Francisco,CA,94107,Employee Services,Payroll
State Treasurer,Kevin Grantham,Republican,5087.4,11/3/25,Jay  Misany,Denver,CO,80203,Consultant & Professional Services,Consulting And Expenses
Governor,Phil Weiser,Democratic,5087.18,2/23/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Processing Fees
Attorney General,Jena Griswold,Democratic,5039.52,10/3/25,Scale To Win,Santa Ana,CA,92703,Fundraising Expenses,Text Messaging
Attorney General,Jena Griswold,Democratic,5004.61,5/27/25,Gusto,Denver,CO,80202,Employee Services,Payroll
Attorney General,Jena Griswold,Democratic,5004.6,5/12/25,Gusto,Denver,CO,80202,Employee Services,Payroll
Attorney General,Hetal Doshi,Democratic,5002.5,7/1/25,New Blue Interactive,Bethesda,MD,20816,Consultant & Professional Services,
Attorney General,Hetal Doshi,Democratic,5000,9/25/25,Andrew  Markoff,Brooklyn,NY,11211,Consultant & Professional Services,
Attorney General,Hetal Doshi,Democratic,5000,10/21/25,Andrew  Markoff,Brooklyn,NY,11211,Consultant & Professional Services,
Attorney General,Michael Dougherty,Democratic,5000,4/23/25,Liftoff,Silver Spring,MD,20901-3627,Consultant & Professional Services,
Attorney General,Michael Dougherty,Democratic,5000,10/3/25,Ascend Digital Strategies Llc,Washington,DC,20009,Consultant & Professional Services,
Attorney General,Michael Dougherty,Democratic,5000,12/1/25,Dk Global Consulting Llc,Aurora,CO,80016,Consultant & Professional Services,
Attorney General,Jena Griswold,Democratic,5000,5/14/25,"Mockingbird Strategies, Llc",Garner,NC,27529,Consultant & Professional Services,Campaign Management
Attorney General,Jena Griswold,Democratic,5000,6/18/25,"Mockingbird Strategies, Llc",Garner,NC,27529,Consultant & Professional Services,Campaign Management
Attorney General,David Seligman,Democratic,5000,6/16/25,Birkhold Inc,Hanalei,HI,96714,Consultant & Professional Services,Social Media Management
Attorney General,David Seligman,Democratic,5000,7/21/25,Birkhold Inc,Hanalei,HI,96714,Consultant & Professional Services,Social Media Management
Attorney General,David Seligman,Democratic,5000,10/28/25,Group Project Llc,Smyrna,DE,19977,Consultant & Professional Services,Digital Consulting
Attorney General,David Seligman,Democratic,5000,12/9/25,Group Project Llc,Smyrna,DE,19977,Consultant & Professional Services,Digital Consulting
Governor,Michael Bennet,Democratic,5000,6/5/25,Olivia Bercow,Denver,CO,80201,Consultant & Professional Services,Campaign Consulting
Governor,Michael Bennet,Democratic,5000,7/8/25,Olivia Bercow,Denver,CO,80201,Consultant & Professional Services,Campaign Consulting
Governor,Michael Bennet,Democratic,5000,7/16/25,Landslide Digital,Washington,DC,20002,Consultant & Professional Services,Website Services
Governor,Michael Bennet,Democratic,5000,7/22/25,Blue Summit Solutions,Denver,CO,80238,Consultant & Professional Services,Compliance Consulting
Governor,Michael Bennet,Democratic,5000,8/20/25,Blue Summit Solutions,Denver,CO,80238,Consultant & Professional Services,Compliance Consulting
Governor,Michael Bennet,Democratic,5000,9/30/25,The Kenney Group,Denver,CO,80202,Rent & Utilities,Rent
Governor,Michael Bennet,Democratic,5000,10/6/25,Blue Summit Solutions,Denver,CO,80238,Consultant & Professional Services,Compliance Consulting
Governor,Michael Bennet,Democratic,5000,10/15/25,Chraca Friedman Group,Washington,DC,20002,Consultant & Professional Services,Fundraising Consulting
Governor,Michael Bennet,Democratic,5000,10/27/25,Blue Summit Solutions,Denver,CO,80238,Consultant & Professional Services,Compliance Consulting
Governor,Michael Bennet,Democratic,5000,11/21/25,Blue Summit Solutions,Denver,CO,80238,Consultant & Professional Services,Compliance Consulting
Governor,Scott Bottoms,Republican,5000,5/5/25,Marble Cake Media Llc,Oroville,WA,98844,Advertising,
Governor,Victor Marx,Republican,5000,11/6/25,Trent  Langhofer,Colorado Springs,CO,80927,Consultant & Professional Services,
Governor,Phil Weiser,Democratic,5000,1/6/25,Apollo Artistry,Chicago,IL,60610,Consultant & Professional Services,Website Development
Governor,Phil Weiser,Democratic,5000,8/6/25,Bee Compliance Llc,Washington,DC,20003,Consultant & Professional Services,Compliance Consulting
Governor,Phil Weiser,Democratic,5000,10/3/25,Bee Compliance Llc,Washington,DC,20003,Consultant & Professional Services,Compliance Consulting
Governor,Phil Weiser,Democratic,5000,10/9/25,Bee Compliance Llc,Washington,DC,20003,Consultant & Professional Services,Compliance Consulting
Governor,Phil Weiser,Democratic,5000,11/12/25,Bee Compliance Llc,Washington,DC,20003,Consultant & Professional Services,Compliance Consulting
Governor,Phil Weiser,Democratic,5000,12/4/25,Bee Compliance Llc,Washington,DC,20003,Consultant & Professional Services,Compliance Consulting
State Treasurer,Kevin Grantham,Republican,5000,11/3/25,Go Big Media,Washington,DC,20027,Advertising,Production Of Launch Advertising
Attorney General,Jena Griswold,Democratic,4998.85,4/29/25,Gusto,Denver,CO,80202,Employee Services,Payroll
Attorney General,Jena Griswold,Democratic,4998.85,6/10/25,Gusto,Denver,CO,80202,Employee Services,Payroll
Governor,Michael Bennet,Democratic,4932.86,9/29/25,Actblue,West Somerville,MA,02144,Bank Fees,Credit Card Processing
Attorney General,Jena Griswold,Democratic,4923.24,6/25/25,Gusto,Denver,CO,80202,Employee Services,Payroll
Governor,Phil Weiser,Democratic,4884.49,3/11/25,Gusto,San Francisco,CA,94107,Employee Services,Payroll
Governor,Phil Weiser,Democratic,4875,2/7/25,"Ngpvan, Inc.",Pittsburgh,PA,15251,Other,Software
Governor,Phil Weiser,Democratic,4859.63,2/9/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Processing Fees
Governor,Phil Weiser,Democratic,4848.52,1/19/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Processing Fees
Governor,Phil Weiser,Democratic,4838.07,1/12/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Processing Fees
Attorney General,David Seligman,Democratic,4833,9/9/25,"Elevate Strategic Consulting, Inc.",Denver,CO,80206,Consultant & Professional Services,Strategic Consulting & Software
Governor,Michael Bennet,Democratic,4769.8,6/16/25,Actblue,West Somerville,MA,02144,Bank Fees,Credit Card Processing
Governor,Michael Bennet,Democratic,4757.37,12/29/25,Gusto,San Francisco,CA,94107,Employee Services,Payroll Taxes
Governor,Phil Weiser,Democratic,4734,1/24/25,Mara  Tasker,Lyons,CO,80540,Advertising,Video Development
Attorney General,Hetal Doshi,Democratic,4724.28,8/28/25,Gusto,San Francisco,CA,94107,Employee Services,
Attorney General,Hetal Doshi,Democratic,4712.77,9/12/25,Gusto,San Francisco,CA,94107,Employee Services,
Attorney General,Hetal Doshi,Democratic,4704.76,9/29/25,Gusto,San Francisco,CA,94107,Employee Services,
State Treasurer,Kevin Grantham,Republican,4686,10/10/25,Ringside Consulting Llc,Wheat Ridge,CO,80121,Consultant & Professional Services,Fundraising Consulting
Governor,Barb Kirkmeyer,Republican,4673.35,12/1/25,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7520 ∑ Accounting Fees
State Treasurer,Kevin Grantham,Republican,4670.11,12/2/25,Jay  Misany,Denver,CO,80203,Consultant & Professional Services,Consulting And Expenses
Attorney General,Jena Griswold,Democratic,4639.48,12/14/25,Gusto,Denver,CO,80202,Employee Services,Payroll Taxes
Attorney General,Jena Griswold,Democratic,4634.06,11/28/25,Gusto,Denver,CO,80202,Employee Services,Payroll Taxes
Attorney General,Jena Griswold,Democratic,4597.81,12/30/25,Gusto,Denver,CO,80202,Employee Services,Payroll Taxes
Attorney General,Michael Dougherty,Democratic,4525,11/21/25,Lawlor Strategies Llc,Denver,CO,80211,Consultant & Professional Services,
Attorney General,David Seligman,Democratic,4500,12/22/25,Hedden Community Solutions,New Castle,CO,81647,Consultant & Professional Services,Campaign Management Consulting
Governor,Barb Kirkmeyer,Republican,4500,10/2/25,Patriot Pathways Llc,Tampa,FL,33615,Other,7410 ∑ General Consultants
Governor,Barb Kirkmeyer,Republican,4500,10/21/25,Patriot Pathways Llc,Tampa,FL,33615,Other,7410 ∑ General Consultants
Governor,Phil Weiser,Democratic,4500,4/14/25,Bee Compliance Llc,Washington,DC,20003,Consultant & Professional Services,Compliance Consulting
Governor,Phil Weiser,Democratic,4500,5/16/25,Bee Compliance Llc,Washington,DC,20003,Consultant & Professional Services,Compliance Consulting
Governor,Phil Weiser,Democratic,4500,6/4/25,Bee Compliance Llc,Washington,DC,20003,Consultant & Professional Services,Compliance Consulting
Governor,Phil Weiser,Democratic,4500,7/10/25,Bee Compliance Llc,Washington,DC,20003,Consultant & Professional Services,Compliance Consulting
Governor,Michael Bennet,Democratic,4487.25,4/21/25,Actblue,West Somerville,MA,02144,Bank Fees,Credit Card Processing
Governor,Phil Weiser,Democratic,4481.99,3/26/25,Gusto,San Francisco,CA,94107,Employee Services,Payroll
Governor,Phil Weiser,Democratic,4481.98,2/25/25,Gusto,San Francisco,CA,94107,Employee Services,Payroll
Governor,Phil Weiser,Democratic,4476.23,2/11/25,Gusto,San Francisco,CA,94107,Employee Services,Payroll
Governor,Michael Bennet,Democratic,4447.19,9/30/25,Actblue,West Somerville,MA,02144,Bank Fees,Credit Card Processing
Secretary of State,Celest Landry,Colorado Forward Party,4383.04,4/15/26,Br Printers,Denver,CO,80229,Office Equipment & Supplies,
Attorney General,Jena Griswold,Democratic,4309.97,7/28/25,Gusto,Denver,CO,80202,Employee Services,Payroll
Governor,Phil Weiser,Democratic,4163.75,3/2/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Processing Fees
